status,question_index,question_id,question,gold_answers,k,policy,model,answer,em,f1,support_recall,selection_support_recall_before_budget,target_hit,selection_target_hit_before_budget,primary_node,feedback_target_node,selected_node_ids,selected_nodes,fully_delivered_node_ids,fully_delivered_nodes,candidate_universe,reference_context_tokens,provider_input_tokens,provider_output_tokens,api_latency_ms,api_attempts,finish_reason,response_cache_hit,prompt_hash,online_weights_before,online_weights_after,online_updated,online_update_reason
complete,2,576f3e2a08e511ebbda4ac1f6bf848b6,"Which film has the director died later, Red Planet Mars or Call Her Savage?","[""Red Planet Mars""]",10,cosine,gemini-3.5-flash-lite,Red Planet Mars,1.0,1.0,0.5,0.5,0.0,0.0,1,23,"[1, 0, 7, 3, 2, 31, 5, 29, 4, 27, 11]",11,"[1, 0, 7, 3, 2, 31, 5, 29]",8,31,359,404,3,542.065036999702,1,STOP,False,57d52c0161ee0f88369850aa2a6cdf601cf6cd1f218926a8fed20a572fd7d6f9,,,,
complete,2,576f3e2a08e511ebbda4ac1f6bf848b6,"Which film has the director died later, Red Planet Mars or Call Her Savage?","[""Red Planet Mars""]",10,graph_fixed,gemini-3.5-flash-lite,"I am sorry, but the provided reference context does not contain information about the film ""Call Her Savage"" or the death of either film's director.",0.0,0.0,0.25,0.25,0.0,0.0,1,23,"[1, 0, 4, 6, 2, 5, 3, 7, 29, 28, 19]",11,"[1, 0, 4, 6, 2, 5, 3, 7, 29]",9,21,359,405,31,436.13461699987965,1,STOP,False,91465acc48d0b891d060d1f67677378a9d165e128869fadb546dcc6fdac15058,,,,
complete,3,9397dcc008dd11ebbd9dac1f6bf848b6,"Which film has the director who is older, Johnny Concho or One Minute To Twelve?","[""One Minute To Twelve""]",10,adaptive_offline_global,gemini-3.5-flash-lite,One Minute to Twelve,1.0,1.0,1.0,1.0,1.0,1.0,1,8,"[1, 2, 3, 11, 12, 4, 10, 9, 8, 5, 13]",11,"[1, 2, 3, 11, 12, 4, 10, 9, 8, 5]",10,13,451,493,4,398.7012659999891,1,STOP,True,f1e0f8c5a57395b5b2654a9479c35c84e7ee854a6ec3ccaec29a9c0ffeb7e7f6,,,,
complete,3,9397dcc008dd11ebbd9dac1f6bf848b6,"Which film has the director who is older, Johnny Concho or One Minute To Twelve?","[""One Minute To Twelve""]",10,adaptive_online_warm,gemini-3.5-flash-lite,One Minute to Twelve,1.0,1.0,1.0,1.0,1.0,1.0,1,8,"[1, 2, 3, 11, 12, 4, 10, 9, 8, 5, 13]",11,"[1, 2, 3, 11, 12, 4, 10, 9, 8, 5]",10,13,451,493,4,398.7012659999891,1,STOP,False,f1e0f8c5a57395b5b2654a9479c35c84e7ee854a6ec3ccaec29a9c0ffeb7e7f6,"[1.0, 0.0]","[1.0, 0.0]",0.0,prediction_hit
complete,3,9397dcc008dd11ebbd9dac1f6bf848b6,"Which film has the director who is older, Johnny Concho or One Minute To Twelve?","[""One Minute To Twelve""]",10,cosine,gemini-3.5-flash-lite,One Minute to Twelve,1.0,1.0,1.0,1.0,1.0,1.0,1,8,"[1, 2, 3, 4, 11, 12, 10, 8, 5, 7, 6]",11,"[1, 2, 3, 4, 11, 12, 10, 8, 5, 7, 6]",11,13,451,488,4,580.9570780002105,1,STOP,False,3ed8ba77d10f3a656b6ace36282bc0503d2857f281119daba34c02be334dc823,,,,
complete,3,9397dcc008dd11ebbd9dac1f6bf848b6,"Which film has the director who is older, Johnny Concho or One Minute To Twelve?","[""One Minute To Twelve""]",10,graph_fixed,gemini-3.5-flash-lite,One Minute to Twelve,1.0,1.0,1.0,1.0,1.0,1.0,1,8,"[1, 2, 3, 11, 12, 4, 10, 9, 8, 5, 13]",11,"[1, 2, 3, 11, 12, 4, 10, 9, 8, 5]",10,13,451,493,4,398.7012659999891,1,STOP,True,f1e0f8c5a57395b5b2654a9479c35c84e7ee854a6ec3ccaec29a9c0ffeb7e7f6,,,,
complete,4,d04c5c92084f11ebbd56ac1f6bf848b6,"Which film whose director is younger, Köpekler Adası or Twisted Mistress?","[""Köpekler Adası""]",10,adaptive_offline_global,gemini-3.5-flash-lite,Köpekler Adası,1.0,1.0,0.75,0.75,0.0,0.0,21,13,"[21, 24, 23, 22, 12, 14, 15, 2, 4, 6, 5]",11,"[21, 24, 23, 22, 12, 14, 15, 2, 4, 6]",10,16,427,479,4,565.6480790003116,1,STOP,False,267b6fb50cf6837e10068dd38b7418c5627b8cb9e4a9382390c782c3f6645cc9,,,,
complete,4,d04c5c92084f11ebbd56ac1f6bf848b6,"Which film whose director is younger, Köpekler Adası or Twisted Mistress?","[""Köpekler Adası""]",10,adaptive_online_warm,gemini-3.5-flash-lite,Köpekler Adası,1.0,1.0,0.75,0.75,0.0,0.0,21,13,"[21, 24, 23, 22, 12, 14, 15, 2, 4, 6, 5]",11,"[21, 24, 23, 22, 12, 14, 15, 2, 4, 6]",10,16,427,479,4,565.6480790003116,1,STOP,True,267b6fb50cf6837e10068dd38b7418c5627b8cb9e4a9382390c782c3f6645cc9,"[1.0, 0.0]","[0.9961974074415652, 0.003802592558434883]",1.0,ranking_miss_update
complete,4,d04c5c92084f11ebbd56ac1f6bf848b6,"Which film whose director is younger, Köpekler Adası or Twisted Mistress?","[""Köpekler Adası""]",10,cosine,gemini-3.5-flash-lite,Köpekler Adası,1.0,1.0,1.0,1.0,1.0,1.0,21,13,"[21, 22, 24, 13, 23, 6, 2, 17, 3, 4, 7]",11,"[21, 22, 24, 13, 23, 6, 2, 17, 3, 4, 7]",11,24,427,476,4,437.323660000402,1,STOP,False,d3e63cb531aa039fffc92500b6dc53327c88b16bbada611930b9cfa5155c80c4,,,,
complete,4,d04c5c92084f11ebbd56ac1f6bf848b6,"Which film whose director is younger, Köpekler Adası or Twisted Mistress?","[""Köpekler Adası""]",10,graph_fixed,gemini-3.5-flash-lite,Köpekler Adası,1.0,1.0,0.75,0.75,0.0,0.0,21,13,"[21, 23, 24, 22, 12, 14, 15, 2, 4, 6, 5]",11,"[21, 23, 24, 22, 12, 14, 15, 2, 4, 6]",10,16,427,479,4,724.074988999746,1,STOP,False,d59dabc4904a162fb346a4b569506a48fa86da7ea640a574aa73aab6ed6cd338,,,,
complete,5,140fbeda08c611ebbd90ac1f6bf848b6,"Which film has the director died first, Two For Tonight or Light Over Russia?","[""Two For Tonight""]",10,adaptive_offline_global,gemini-3.5-flash-lite,Frank Tuttle,0.0,0.0,0.75,0.75,1.0,1.0,9,11,"[9, 12, 11, 13, 14, 4, 10, 0, 8, 2, 1]",11,"[9, 12, 11, 13, 14, 4, 10, 0, 8, 2, 1]",11,13,444,491,2,503.95539100009046,1,STOP,False,1b4e33f8e5062b6eadc69faf3c2a5b4722812cc831919063100cdfafb779c569,,,,
complete,5,140fbeda08c611ebbd90ac1f6bf848b6,"Which film has the director died first, Two For Tonight or Light Over Russia?","[""Two For Tonight""]",10,adaptive_online_warm,gemini-3.5-flash-lite,Frank Tuttle,0.0,0.0,0.75,0.75,1.0,1.0,9,11,"[9, 12, 11, 13, 14, 4, 10, 0, 8, 2, 1]",11,"[9, 12, 11, 13, 14, 4, 10, 0, 8, 2, 1]",11,13,444,491,2,503.95539100009046,1,STOP,True,1b4e33f8e5062b6eadc69faf3c2a5b4722812cc831919063100cdfafb779c569,"[0.9961974074415652, 0.003802592558434883]","[0.9961974074415652, 0.003802592558434883]",0.0,prediction_hit
complete,5,140fbeda08c611ebbd90ac1f6bf848b6,"Which film has the director died first, Two For Tonight or Light Over Russia?","[""Two For Tonight""]",10,cosine,gemini-3.5-flash-lite,Light over Russia,0.0,0.0,0.5,0.5,1.0,1.0,9,11,"[9, 11, 12, 8, 3, 10, 13, 4, 2, 14, 1]",11,"[9, 11, 12, 8, 3, 10, 13, 4, 2, 14]",10,14,444,492,3,649.3110490000618,1,STOP,False,bc4a2bb730a63102d80a3f608191870e3314e0e82857b62bd69736b4d51aa8ba,,,,
complete,5,140fbeda08c611ebbd90ac1f6bf848b6,"Which film has the director died first, Two For Tonight or Light Over Russia?","[""Two For Tonight""]",10,graph_fixed,gemini-3.5-flash-lite,Frank Tuttle,0.0,0.0,0.75,0.75,1.0,1.0,9,11,"[9, 12, 11, 13, 14, 4, 10, 2, 0, 8, 1]",11,"[9, 12, 11, 13, 14, 4, 10, 2, 0, 8, 1]",11,13,444,491,2,62990.258167999855,2,STOP,False,f1ba27628d4ded7540c0028b00d369081f50a69dd14ce57f4702b56a74fd67ce,,,,
complete,6,2d0d9d95098e11ebbdb0ac1f6bf848b6,Are Morassa and Mamati located in the same country?,"[""no""]",10,adaptive_offline_global,gemini-3.5-flash-lite,No,1.0,1.0,1.0,1.0,1.0,1.0,26,14,"[26, 27, 15, 14, 5, 13, 18, 19, 3, 12, 10]",11,"[26, 27, 15, 14, 5, 13, 18, 19, 3, 12, 10]",11,18,414,457,1,607.8237849997095,1,STOP,True,431970c266f060da87a99e713ff52ad0abf0b24494b0fa01a351dbd788791cee,,,,
complete,6,2d0d9d95098e11ebbdb0ac1f6bf848b6,Are Morassa and Mamati located in the same country?,"[""no""]",10,adaptive_online_warm,gemini-3.5-flash-lite,No,1.0,1.0,1.0,1.0,1.0,1.0,26,14,"[26, 27, 15, 14, 5, 13, 18, 19, 3, 12, 10]",11,"[26, 27, 15, 14, 5, 13, 18, 19, 3, 12, 10]",11,18,414,457,1,607.8237849997095,1,STOP,False,431970c266f060da87a99e713ff52ad0abf0b24494b0fa01a351dbd788791cee,"[0.9961974074415652, 0.003802592558434883]","[0.9961974074415652, 0.003802592558434883]",0.0,prediction_hit
complete,6,2d0d9d95098e11ebbdb0ac1f6bf848b6,Are Morassa and Mamati located in the same country?,"[""no""]",10,cosine,gemini-3.5-flash-lite,No,1.0,1.0,1.0,1.0,1.0,1.0,26,14,"[26, 27, 14, 12, 5, 20, 17, 19, 18, 13, 22]",11,"[26, 27, 14, 12, 5, 20, 17, 19, 18, 13, 22]",11,27,414,459,1,3906.516879999799,1,STOP,False,ba3fad1349be49e72f4ee6d9498e30ba7be92c7ea0b55402c0361ad60fc95769,,,,
complete,6,2d0d9d95098e11ebbdb0ac1f6bf848b6,Are Morassa and Mamati located in the same country?,"[""no""]",10,graph_fixed,gemini-3.5-flash-lite,No,1.0,1.0,1.0,1.0,1.0,1.0,26,14,"[26, 27, 15, 5, 14, 13, 18, 19, 3, 12, 10]",11,"[26, 27, 15, 5, 14, 13, 18, 19, 3, 12, 10]",11,18,414,457,1,435.9416050001528,1,STOP,False,ab713d13b99a89d42389b3d8a37ebc022e26117c7549b1f49724879bec0a50c2,,,,
complete,7,b6592e72088211ebbd6dac1f6bf848b6,"Did the bands Malavsky Family and Survay Says!, originate from the same country?","[""yes""]",10,adaptive_offline_global,gemini-3.5-flash-lite,No,0.0,0.0,0.5,0.5,0.0,0.0,17,0,"[17, 18, 12, 11, 16, 8, 1, 4, 2, 3, 5]",11,"[17, 18, 12, 11, 16, 8, 1, 4, 2, 3]",10,15,344,403,1,10825.605308000377,1,STOP,True,68980beeb4988f54f473ff33fc79427c0a7b4832293523ab7e0361c7d9ced74b,,,,
complete,7,b6592e72088211ebbd6dac1f6bf848b6,"Did the bands Malavsky Family and Survay Says!, originate from the same country?","[""yes""]",10,adaptive_online_warm,gemini-3.5-flash-lite,No,0.0,0.0,0.5,0.5,0.0,0.0,17,0,"[17, 18, 12, 11, 16, 8, 1, 4, 2, 3, 5]",11,"[17, 18, 12, 11, 16, 8, 1, 4, 2, 3]",10,15,344,403,1,10825.605308000377,1,STOP,False,68980beeb4988f54f473ff33fc79427c0a7b4832293523ab7e0361c7d9ced74b,"[0.9961974074415652, 0.003802592558434883]","[0.9959843364435796, 0.004015663556420392]",1.0,ranking_miss_update
complete,7,b6592e72088211ebbd6dac1f6bf848b6,"Did the bands Malavsky Family and Survay Says!, originate from the same country?","[""yes""]",10,cosine,gemini-3.5-flash-lite,Yes,1.0,1.0,1.0,1.0,1.0,1.0,17,0,"[17, 18, 11, 16, 0, 12, 8, 2, 4, 3, 14]",11,"[17, 18, 11, 16, 0, 12, 8, 2, 4, 3, 14]",11,21,344,404,1,19128.263421000156,1,STOP,False,7e09fa9e9f48120fd0c3ad4f485225efe200a549f06929acd11d111aac69a113,,,,
complete,7,b6592e72088211ebbd6dac1f6bf848b6,"Did the bands Malavsky Family and Survay Says!, originate from the same country?","[""yes""]",10,graph_fixed,gemini-3.5-flash-lite,No,0.0,0.0,0.5,0.5,0.0,0.0,17,0,"[17, 18, 12, 16, 11, 8, 1, 2, 3, 4, 5]",11,"[17, 18, 12, 16, 11, 8, 1, 2, 3, 4]",10,15,344,403,1,1432.299060999867,1,STOP,False,9bfca3cf87185910e49ae80742aba4aa9bd811c925a05d2ba3f8b39c363953f6,,,,
complete,8,b67ef6380bda11eba7f7acde48001122,"Where did Charles I, Duke Of Mecklenburg's mother die?","[""Lübz""]",10,adaptive_offline_global,gemini-3.5-flash-lite,Lübz,1.0,1.0,1.0,1.0,1.0,1.0,44,39,"[44, 42, 41, 38, 43, 45, 39, 40, 27, 29, 28]",11,"[44, 42, 41, 38, 43, 45, 39, 40, 27, 29]",10,12,523,521,3,2237.375231000442,1,STOP,False,ac16b50bf449f9061355bdab3bb9bdf2c68873c50d8912f10ce5931d2ce23326,,,,
complete,8,b67ef6380bda11eba7f7acde48001122,"Where did Charles I, Duke Of Mecklenburg's mother die?","[""Lübz""]",10,adaptive_online_warm,gemini-3.5-flash-lite,Lübz,1.0,1.0,1.0,1.0,1.0,1.0,44,39,"[44, 42, 41, 38, 43, 45, 39, 40, 27, 29, 28]",11,"[44, 42, 41, 38, 43, 45, 39, 40, 27, 29]",10,12,523,521,3,2237.375231000442,1,STOP,True,ac16b50bf449f9061355bdab3bb9bdf2c68873c50d8912f10ce5931d2ce23326,"[0.9959843364435796, 0.004015663556420392]","[0.9959843364435796, 0.004015663556420392]",0.0,prediction_hit
complete,8,b67ef6380bda11eba7f7acde48001122,"Where did Charles I, Duke Of Mecklenburg's mother die?","[""Lübz""]",10,cosine,gemini-3.5-flash-lite,Lübz,1.0,1.0,1.0,1.0,1.0,1.0,44,39,"[44, 42, 41, 39, 38, 43, 40, 45, 27, 34, 37]",11,"[44, 42, 41, 39, 38, 43, 40, 45, 27, 34, 37]",11,45,523,525,3,560.232986000301,1,STOP,False,d30c6702fb7c01c9cb9900a0ae347241bc18056abe0788db7f281869c7d2e3df,,,,
complete,8,b67ef6380bda11eba7f7acde48001122,"Where did Charles I, Duke Of Mecklenburg's mother die?","[""Lübz""]",10,graph_fixed,gemini-3.5-flash-lite,Lübz,1.0,1.0,1.0,1.0,1.0,1.0,44,39,"[44, 41, 42, 43, 38, 40, 45, 39, 27, 29, 28]",11,"[44, 41, 42, 43, 38, 40, 45, 39, 27, 29]",10,12,523,521,3,1554.4895330003783,1,STOP,False,1790c1e883ae0ad25ddca40fbaf5f9fef1c2cf6fa8e889432dc368199f6f1042,,,,
complete,9,b6f60cf308e211ebbda4ac1f6bf848b6,Are Șoimuș (Someș) and Țolici located in the same country?,"[""yes""]",10,adaptive_offline_global,gemini-3.5-flash-lite,Yes,1.0,1.0,1.0,1.0,1.0,1.0,16,0,"[16, 2, 8, 18, 17, 1, 0, 7, 9, 10, 6]",11,"[16, 2, 8, 18, 17, 1, 0, 7, 9, 10, 6]",11,13,310,360,1,520.963601999938,1,STOP,True,5e3d12b717ead50aa2be44165e51127b502266d9444641716ab181f8fa5c63db,,,,
complete,9,b6f60cf308e211ebbda4ac1f6bf848b6,Are Șoimuș (Someș) and Țolici located in the same country?,"[""yes""]",10,adaptive_online_warm,gemini-3.5-flash-lite,Yes,1.0,1.0,1.0,1.0,1.0,1.0,16,0,"[16, 2, 8, 18, 17, 1, 0, 7, 9, 10, 6]",11,"[16, 2, 8, 18, 17, 1, 0, 7, 9, 10, 6]",11,13,310,360,1,520.963601999938,1,STOP,False,5e3d12b717ead50aa2be44165e51127b502266d9444641716ab181f8fa5c63db,"[0.9959843364435796, 0.004015663556420392]","[0.9959843364435796, 0.004015663556420392]",0.0,prediction_hit
complete,9,b6f60cf308e211ebbda4ac1f6bf848b6,Are Șoimuș (Someș) and Țolici located in the same country?,"[""yes""]",10,cosine,gemini-3.5-flash-lite,Yes,1.0,1.0,1.0,1.0,1.0,1.0,16,0,"[16, 18, 17, 0, 6, 2, 1, 7, 9, 13, 10]",11,"[16, 18, 17, 0, 6, 2, 1, 7, 9, 13]",10,29,310,359,1,335.8520440006032,1,STOP,False,e07a204870bd417bf7bacf2f22158b72d42cdcb36324895bc86c138b30c5c34e,,,,
complete,9,b6f60cf308e211ebbda4ac1f6bf848b6,Are Șoimuș (Someș) and Țolici located in the same country?,"[""yes""]",10,graph_fixed,gemini-3.5-flash-lite,Yes,1.0,1.0,1.0,1.0,1.0,1.0,16,0,"[16, 17, 18, 2, 8, 1, 0, 7, 9, 10, 6]",11,"[16, 17, 18, 2, 8, 1, 0, 7, 9, 10, 6]",11,13,310,360,1,2621.645598000214,1,STOP,False,605439a45f795a99a8b3f0e0d2cfac45193cd4e9e36b5a7c623594b510d875f4,,,,
complete,10,a2bc95dc0bdb11eba7f7acde48001122,Which country the director of film Pacientka Dr. Hegla is from?,"[""Czech""]",10,adaptive_offline_global,gemini-3.5-flash-lite,Czechoslovakia,0.0,0.0,1.0,1.0,1.0,1.0,5,7,"[5, 8, 7, 9, 11, 10, 12, 17, 18, 13, 4]",11,"[5, 8, 7, 9, 11, 10, 12, 17, 18, 13, 4]",11,13,378,424,1,2821.4949200000774,1,STOP,True,fb40938349c53a4ea228642571ae6925341bb77c7c43ed45d278f8f5199340d3,,,,
complete,10,a2bc95dc0bdb11eba7f7acde48001122,Which country the director of film Pacientka Dr. Hegla is from?,"[""Czech""]",10,adaptive_online_warm,gemini-3.5-flash-lite,Czechoslovakia,0.0,0.0,1.0,1.0,1.0,1.0,5,7,"[5, 8, 7, 9, 11, 10, 12, 17, 18, 13, 4]",11,"[5, 8, 7, 9, 11, 10, 12, 17, 18, 13, 4]",11,13,378,424,1,2821.4949200000774,1,STOP,True,fb40938349c53a4ea228642571ae6925341bb77c7c43ed45d278f8f5199340d3,"[0.9959843364435796, 0.004015663556420392]","[0.9959843364435796, 0.004015663556420392]",0.0,prediction_hit
complete,10,a2bc95dc0bdb11eba7f7acde48001122,Which country the director of film Pacientka Dr. Hegla is from?,"[""Czech""]",10,cosine,gemini-3.5-flash-lite,Czechoslovakia,0.0,0.0,1.0,1.0,1.0,1.0,5,7,"[5, 7, 8, 9, 11, 0, 17, 16, 4, 12, 10]",11,"[5, 7, 8, 9, 11, 0, 17, 16, 4, 12]",10,18,378,425,1,2428.090344999873,1,STOP,False,d6086bcf14448747625c3a3c23f90181ca107ca543b8c30c8209e2c9a46efb26,,,,
complete,10,a2bc95dc0bdb11eba7f7acde48001122,Which country the director of film Pacientka Dr. Hegla is from?,"[""Czech""]",10,graph_fixed,gemini-3.5-flash-lite,Czechoslovakia,0.0,0.0,1.0,1.0,1.0,1.0,5,7,"[5, 8, 7, 9, 11, 10, 12, 17, 18, 13, 4]",11,"[5, 8, 7, 9, 11, 10, 12, 17, 18, 13, 4]",11,13,378,424,1,2821.4949200000774,1,STOP,False,fb40938349c53a4ea228642571ae6925341bb77c7c43ed45d278f8f5199340d3,,,,
complete,11,138bcdfc088d11ebbd70ac1f6bf848b6,"Which film whose director is younger, Leikkikalugangsteri or Back To Bosnia?","[""Back To Bosnia""]",10,adaptive_offline_global,gemini-3.5-flash-lite,Back To Bosnia,1.0,1.0,0.75,0.75,1.0,1.0,15,19,"[15, 19, 14, 17, 16, 18, 7, 5, 4, 13, 20]",11,"[15, 19, 14, 17, 16, 18, 7, 5, 4]",9,19,364,400,3,4921.063723999396,1,STOP,False,c16509dbb68909592e4165b521fcfe6302a8956fa058e55d8446345bae50bc83,,,,
complete,11,138bcdfc088d11ebbd70ac1f6bf848b6,"Which film whose director is younger, Leikkikalugangsteri or Back To Bosnia?","[""Back To Bosnia""]",10,adaptive_online_warm,gemini-3.5-flash-lite,Back To Bosnia,1.0,1.0,0.75,0.75,1.0,1.0,15,19,"[15, 19, 14, 17, 16, 18, 7, 5, 4, 13, 20]",11,"[15, 19, 14, 17, 16, 18, 7, 5, 4]",9,19,364,400,3,4921.063723999396,1,STOP,True,c16509dbb68909592e4165b521fcfe6302a8956fa058e55d8446345bae50bc83,"[0.9959843364435796, 0.004015663556420392]","[0.9959843364435796, 0.004015663556420392]",0.0,prediction_hit
complete,11,138bcdfc088d11ebbd70ac1f6bf848b6,"Which film whose director is younger, Leikkikalugangsteri or Back To Bosnia?","[""Back To Bosnia""]",10,cosine,gemini-3.5-flash-lite,Back To Bosnia,1.0,1.0,0.75,0.75,1.0,1.0,15,19,"[15, 19, 16, 14, 17, 18, 20, 7, 0, 4, 13]",11,"[15, 19, 16, 14, 17, 18, 20, 7, 0, 4]",10,21,364,399,3,408.9492799994332,1,STOP,False,fa08322199572491855988f94afeb96bf502c97b78baaae2584bcdff962689a4,,,,
