q_idx,question,gold_answers,pool_size,n_cosine_chunks,n_graph_chunks,n_adaptive_chunks,cosine_answer,graph_answer,adaptive_answer,cosine_em,graph_em,adaptive_em,cosine_f1,graph_f1,adaptive_f1
26,What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge | Ponte di Rialto,215,13,13,13,Royal Albert Bridge,Not mentioned in the context,Not provided in the context,0.0,0.0,0.0,0.4,0.0,0.0
27,When did the explorer reach the headquarters location of the group Con-Test's record label is part of?,"August 3, 1769",226,13,13,13,Not mentioned in the context.,Not mentioned in the context,Not mentioned in the context.,0.0,0.0,0.0,0.0,0.0,0.0
28,What is the manufacturer of the Kentucky Tavern headquarters location saints symbol called?,fleur - de-lis | Fleur-de-lis | fleur-de-lis,232,13,13,13,"Barton Distillery in Bardstown, Kentucky","Barton Distillery located in Bardstown, Kentucky","Barton Distillery in Bardstown, Kentucky",0.0,0.0,0.0,0.0,0.0,0.0
29,Where is the country with ISO code ISO 3166-2:CV located?,central Atlantic Ocean | Atlantic Ocean | Atlantic,216,13,13,13,Central Atlantic Ocean,Macaronesia,Macaronesia,1.0,0.0,0.0,1.0,0.0,0.0
30,What county shares a border with the county where She Did It's performer was born?,Cabarrus County,232,13,13,13,"Based on the provided context, there is no mention of the county where Eric Carmen was born or any counties sharing a border with it.",Not mentioned in the context,Not mentioned in the context.,0.0,0.0,0.0,0.0833,0.0,0.0
31,Who is the father of the artist who painted Head I?,Nicholas Bacon | Sir Nicholas Bacon,215,13,13,13,Sir Nicholas Bacon,Not mentioned in the context.,Not provided in the context.,1.0,0.0,0.0,1.0,0.0,0.0
32,What city was the author of What We Talk About When We Talk About love born in?,"Clatskanie | Clatskanie, Oregon",226,13,13,13,Not mentioned in context,Not mentioned in the context.,Not mentioned in the context,0.0,0.0,0.0,0.0,0.0,0.0
33,What is the record label of the Metalworks Studio founder?,TML Entertainment,151,13,13,13,Not mentioned in the text,Not provided in the context,Not provided in the context.,0.0,0.0,0.0,0.0,0.0,0.0
34,Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Sumardi was born?,Francisco Guterres,208,13,13,13,Information not provided in the context.,Xanana Gusmão,Xanana Gusmão,0.0,0.0,0.0,0.0,0.0,0.0
35,Who published Communications of the organization that Andries van Dam is a member of?,Association for Computing Machinery | ACM,209,13,13,13,*Not mentioned in context*,Not mentioned in the context.,Not mentioned in context,0.0,0.0,0.0,0.0,0.0,0.0
36,What is the oldest college in the state that contains Borough House Plantation?,College of Charles Towne | Charles Towne,236,13,13,13,Not mentioned in the context.,"Based on the provided context, there is no mention of any college in South Carolina or any other state.",Not mentioned in the context,0.0,0.0,0.0,0.0,0.1818,0.0
37,"Who is one of the members of the music group that performed ""Good Little Girls""?",Aaron Benward,226,13,13,13,Aaron Benward or Scott Reeves,Aaron Benward or Scott Reeves,Aaron Benward or Scott Reeves,0.0,0.0,0.0,0.5714,0.5714,0.5714
38,At what local time does the country where Fuser and Alberto meet the indigenous couple traveling to look for work change their clocks for DST?,24:00,221,13,13,13,Not mentioned in context,Not mentioned in the context.,Not mentioned in the context,0.0,0.0,0.0,0.0,0.0,0.0
39,"In Grown Ups, who plays the wife of the actor who produced The Chosen One?",Joyce Van Patten,219,13,13,13,Salma Hayek,Salma Hayek,"Salma Hayek, Maria Bello, and Maya Rudolph",0.0,0.0,0.0,0.0,0.0,0.0
40,In which county was Zhu Qinan born?,Yongjia County,219,13,13,13,Wenzhou,"Wenzhou, Zhejiang",Wenzhou,0.0,0.0,0.0,0.0,0.0,0.0
41,When did the party that controls the House of Representatives take control of the branch who determines the rules of the US house and Senate?,January 2015,234,13,13,13,January 2015,January 2015,2014 elections,1.0,1.0,0.0,1.0,1.0,0.0
42,Who is the spouse of the person who plays Batman in the Lego Batman Movie?,Amy Poehler,214,13,13,13,Not mentioned in the context.,Not provided in the context.,Not mentioned in the context,0.0,0.0,0.0,0.0,0.0,0.0
43,Kiwil's birth country participated in a Commission of Truth and Friendship. Who is the president of the other country that participated?,Francisco Guterres,200,13,13,13,Xanana Gusmão,Xanana Gusmão,Xanana Gusmão,0.0,0.0,0.0,0.0,0.0,0.0
44,When was the kingdom that Heptarchy was part of abolished?,918,208,13,13,13,*Not mentioned in the context*,Not mentioned in the context,Not mentioned in the context.,0.0,0.0,0.0,0.0,0.0,0.0
45,How many times did the plague occur in the city where Flora's painter died?,22,230,13,13,13,Not mentioned in the context,Not mentioned in the context,Not mentioned in the context.,0.0,0.0,0.0,0.0,0.0,0.0
46,What series of wins did the sports team that the all time highest goal scorer in spain national team was a member or achieve in 2009?,continental treble,191,13,13,13,"Based on the provided context, there is no mention of a ""series of wins"" achieved in 2009 by the sports team of the Spain national team's all-time highest goalscorer (or Argentina's, as Lionel Messi is identified as Argentina's all-time top",*Not mentioned in context*,Continental treble and six out of six competitions in a single year,0.0,0.0,0.0,0.0,0.0,0.3077
47,Who is the spouse of the current queen of England?,Philip Mountbatten,204,13,13,13,Prince Philip,Not mentioned in the context,Not mentioned in the context.,0.0,0.0,0.0,0.5,0.0,0.0
48,What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,189,13,13,13,Orange River,Orange River,Drakensberg mountains,0.0,0.0,0.0,0.0,0.0,0.0
49,What is the symbol of the Saints from the headquarters location of Ten High's manufacturer called?,fleur - de-lis | Fleur-de-lis | fleur-de-lis,241,13,13,13,Third Street Saints,Context does not provide this information.,The provided context does not contain the answer to this question.,0.0,0.0,0.0,0.0,0.0,0.0
50,What is the experimental satellite which was the forerunner to the communication satellite of the operator of GSAT-7 called?,ATS - 6 (Applications Technology Satellite - 6) | ATS-6,243,13,13,13,TDRSS,"Based on the provided context, there is no mention of an ""experimental satellite which was the forerunner to the communication satellite of the operator of GSAT-7.""",Not mentioned in the context,0.0,0.0,0.0,0.0,0.0741,0.0
51,When was the last time the team that Arthur James was a member of beat the 1894-95 FA cup winner?,1 December 2010,223,13,13,13,7 July 1895,7 July 1895,Not mentioned in the context,0.0,0.0,0.0,0.0,0.0,0.0
52,What is the capital of the country it is about?,Aden,231,13,13,13,Georgetown,Georgetown,Georgetown,0.0,0.0,0.0,0.0,0.0,0.0
53,Who was the first black student admitted to where Robert Khayat was educated?,James Howard Meredith | James Meredith,246,13,13,13,"Based on the provided context, there is no mention of Robert Khayat.",*Context does not mention Robert Khayat.*,*Not mentioned in the context*,0.0,0.0,0.0,0.0,0.0,0.0
54,The author of Elizabeth and After attended which university?,University of Toronto | UT,227,13,13,13,Not provided in the context,University of Toronto,University of Toronto,0.0,1.0,1.0,0.0,1.0,1.0
55,Who followed Menucha Rochel Slonim's father?,Menachem Mendel Schneersohn,197,13,13,13,Not provided in the context,Not mentioned in the context.,Not mentioned in the context.,0.0,0.0,0.0,0.0,0.0,0.0
56,When did the majority party in the House of Representatives gain control of the body which approves members of the Cabinet?,January 2015,234,13,13,13,Not mentioned in the context,Not mentioned in the context,Not mentioned in the context.,0.0,0.0,0.0,0.0,0.0,0.0
57,What is the seat of the county sharing a border with the county in which Miller Electric is headquartered?,Green Bay,143,13,13,13,Appleton,Appleton,"Based on the provided context, there is no mention of counties, county seats, or a county sharing a border with the county in which Miller Electric is headquartered. Therefore, this information cannot be answered using only the context.",0.0,0.0,0.0,0.0,0.0,0.0
58,What pantheon is the God of the underworld in ancient Egypt a part of?,ancient Egyptian religion,217,13,13,13,Not mentioned in context,Not mentioned in the context,Not mentioned in the context,0.0,0.0,0.0,0.0,0.0,0.0
59,When did military instruction start at the place where Larry Alcala was educated?,1912,222,13,13,13,1 October 1973,Not mentioned in the context,Not mentioned in the context,0.0,0.0,0.0,0.0,0.0,0.0
