status,question_index,question_id,question,gold_answers,k,policy,model,answer,em,f1,support_recall,selection_support_recall_before_budget,target_hit,selection_target_hit_before_budget,primary_node,feedback_target_node,selected_node_ids,selected_nodes,fully_delivered_node_ids,fully_delivered_nodes,candidate_universe,reference_context_tokens,provider_input_tokens,provider_output_tokens,api_latency_ms,api_attempts,finish_reason,response_cache_hit,prompt_hash,online_weights_before,online_weights_after,online_updated,online_update_reason
complete,2,5a80d1ce554299260e20a178,Are Asimov's Science Fiction and The Christian Science Sentinel both magazines?,"[""yes""]",10,cosine,gemini-3.5-flash-lite,"Based on the provided context, there is no mention of ""The Christian Science Sentinel"".",0.0,0.0,0.5,0.5,0.0,0.0,6,15,"[6, 7, 35, 19, 3, 8, 13, 30, 14, 36, 23]",11,"[6, 7, 35, 19, 3, 8, 13, 30, 14, 36]",10,48,385,439,17,593.6919839996335,1,STOP,False,e4cb05cf70437bbee0b0de777987c588a4ac163503cd1e0c38c590fa9d6005c4,,,,
complete,2,5a80d1ce554299260e20a178,Are Asimov's Science Fiction and The Christian Science Sentinel both magazines?,"[""yes""]",10,graph_fixed,gemini-3.5-flash-lite,No,0.0,0.0,0.5,0.5,0.0,0.0,6,15,"[6, 7, 8, 36, 34, 35, 32, 2, 19, 33, 4]",11,"[6, 7, 8, 36, 34, 35, 32, 2, 19, 33, 4]",11,34,385,438,1,707.5960180000038,1,STOP,False,58178838a4b2db0f7f8f250db75a42d54a52c9b8927fe404e5932f095e4fde93,,,,
complete,3,5adfa6db55429942ec259ad6,"During which years was the politician, upon whom the character Allison Taylor from ""24"" is baded, First Lady of the United States?","[""1993 to 2001""]",10,adaptive_offline_global,gemini-3.5-flash-lite,"Based on the provided context, there is no mention of the years Hillary Clinton served as First Lady of the United States.",0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,9,8,"[9, 10, 8, 4, 2, 11, 5, 13, 6, 0, 3]",11,"[9, 10, 8, 4, 2, 11, 5, 13, 6, 0, 3]",11,33,369,445,24,557.6203710002119,1,STOP,True,7542a842cda7a907396f97bb3c418c5f45b9be59799572ed4a133b0d73f3f3fa,,,,
complete,3,5adfa6db55429942ec259ad6,"During which years was the politician, upon whom the character Allison Taylor from ""24"" is baded, First Lady of the United States?","[""1993 to 2001""]",10,adaptive_online_warm,gemini-3.5-flash-lite,"Based on the provided context, there is no mention of the years Hillary Clinton served as First Lady of the United States.",0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,9,8,"[9, 10, 8, 4, 2, 11, 5, 13, 6, 0, 3]",11,"[9, 10, 8, 4, 2, 11, 5, 13, 6, 0, 3]",11,33,369,445,24,557.6203710002119,1,STOP,False,7542a842cda7a907396f97bb3c418c5f45b9be59799572ed4a133b0d73f3f3fa,"[0.37625580978416867, 0.6237441902158314]","[0.37625580978416867, 0.6237441902158314]",0.0,prediction_hit
complete,3,5adfa6db55429942ec259ad6,"During which years was the politician, upon whom the character Allison Taylor from ""24"" is baded, First Lady of the United States?","[""1993 to 2001""]",10,cosine,gemini-3.5-flash-lite,1993 to 2001,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,9,8,"[9, 3, 12, 6, 0, 30, 7, 5, 10, 1, 4]",11,"[9, 3, 12, 6, 0, 30, 7]",7,34,369,445,10,522.9216039997482,1,STOP,False,ecd9f0692c1bb07c14b4dddf2464742dbeb62ec0f0c7217b267342ab9d5425b9,,,,
complete,3,5adfa6db55429942ec259ad6,"During which years was the politician, upon whom the character Allison Taylor from ""24"" is baded, First Lady of the United States?","[""1993 to 2001""]",10,graph_fixed,gemini-3.5-flash-lite,"I am sorry, but the provided reference context does not contain the years during which Hillary Clinton was First Lady of the United States.",0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,9,8,"[9, 8, 10, 4, 2, 6, 0, 5, 11, 34, 30]",11,"[9, 8, 10, 4, 2, 6, 0, 5, 11, 34]",10,33,369,445,26,658.1196030001593,1,STOP,False,6217631b503dd560ba3deca7738e17fbe946c1276d49dbc3e02991039ede3b4e,,,,
complete,4,5a78a862554299148911f8fe,What is another name for the butterfly of the Hesperiidae family that is found in the third largest country in Africa?,"[""the buff-tipped skipper""]",10,adaptive_offline_global,gemini-3.5-flash-lite,the buff-tipped skipper,1.0,1.0,0.5,0.5,0.0,0.0,36,24,"[36, 37, 12, 15, 1, 16, 13, 29, 19, 3, 17]",11,"[36, 37, 12, 15, 1, 16, 13, 29, 19, 3, 17]",11,20,286,337,5,551.2962780003363,1,STOP,False,3003647b77fac3fd0314362d3d30f610080ac235716d7e2a909e18ace048e805,,,,
complete,4,5a78a862554299148911f8fe,What is another name for the butterfly of the Hesperiidae family that is found in the third largest country in Africa?,"[""the buff-tipped skipper""]",10,adaptive_online_warm,gemini-3.5-flash-lite,buff-tipped skipper,1.0,1.0,0.5,0.5,0.0,0.0,36,24,"[36, 37, 12, 15, 1, 16, 3, 17, 13, 29, 19]",11,"[36, 37, 12, 15, 1, 16, 3, 17, 13, 29, 19]",11,20,286,337,4,593.6124719996769,1,STOP,False,284f9a54e994df489c24f7955d22d98cc258afde03a9e20e7a8fa1984cb75c7e,"[0.37625580978416867, 0.6237441902158314]","[0.37625580978416867, 0.6237441902158314]",0.0,coverage_miss
complete,4,5a78a862554299148911f8fe,What is another name for the butterfly of the Hesperiidae family that is found in the third largest country in Africa?,"[""the buff-tipped skipper""]",10,cosine,gemini-3.5-flash-lite,buff-tipped skipper,1.0,1.0,0.5,0.5,0.0,0.0,36,24,"[36, 11, 0, 14, 32, 37, 4, 7, 28, 18, 3]",11,"[36, 11, 0, 14, 32, 37, 4]",7,37,286,322,4,392.7145829998153,1,STOP,False,8e7c350c177b2359adc72b7343f6d4a3d8cfb4f4fd84efdba0a63a609893abc8,,,,
complete,4,5a78a862554299148911f8fe,What is another name for the butterfly of the Hesperiidae family that is found in the third largest country in Africa?,"[""the buff-tipped skipper""]",10,graph_fixed,gemini-3.5-flash-lite,mountain sandman,0.0,0.0,0.5,0.5,0.0,0.0,36,24,"[36, 37, 12, 13, 15, 1, 4, 11, 0, 3, 16]",11,"[36, 37, 12, 13, 15, 1, 4, 11, 0]",9,20,286,333,3,700.7716309999523,1,STOP,False,82da18672febd8715acb7ad8d979bdb5119787e2e542a60a2a13a8ee3ead1fc7,,,,
complete,5,5ae792f55542994a481bbdae,"Which player selected out of the University of Florida with the third pick by the Hawks was born in June 3, 1986?","[""Alfred Joel Horford Reynoso""]",10,adaptive_offline_global,gemini-3.5-flash-lite,None,0.0,0.0,0.0,0.0,0.0,0.0,64,9,"[64, 63, 65, 29, 35, 22, 19, 17, 62, 28, 32]",11,"[64, 63, 65, 29, 35, 22, 19, 17, 62, 28, 32]",11,35,402,474,1,10637.797812999906,2,STOP,False,a16b31500520178b9880730da2ad6e797b13e81b846ef83c817e90dc5cf45efc,,,,
complete,5,5ae792f55542994a481bbdae,"Which player selected out of the University of Florida with the third pick by the Hawks was born in June 3, 1986?","[""Alfred Joel Horford Reynoso""]",10,adaptive_online_warm,gemini-3.5-flash-lite,None,0.0,0.0,0.0,0.0,0.0,0.0,64,9,"[64, 63, 65, 29, 35, 22, 28, 19, 32, 17, 62]",11,"[64, 63, 65, 29, 35, 22, 28, 19, 32, 17, 62]",11,35,402,474,1,16199.607830000332,1,STOP,False,719fdafc581ada1042c2f2c00b3d76c920a406f5bbd49f403b7fa5abcde71eda,"[0.37625580978416867, 0.6237441902158314]","[0.47113286582785135, 0.5288671341721487]",1.0,ranking_miss_update
complete,5,5ae792f55542994a481bbdae,"Which player selected out of the University of Florida with the third pick by the Hawks was born in June 3, 1986?","[""Alfred Joel Horford Reynoso""]",10,cosine,gemini-3.5-flash-lite,Al Horford,0.0,0.3333333333333333,0.5,0.5,1.0,1.0,64,9,"[64, 63, 30, 65, 23, 34, 18, 61, 33, 9, 29]",11,"[64, 63, 30, 65, 23, 34, 18, 61, 33, 9]",10,79,402,475,3,59622.57910599965,2,STOP,False,0900fe9660b381a879e6e9bdf3df012be48f507f10460fd3435e65f06f04f819,,,,
complete,5,5ae792f55542994a481bbdae,"Which player selected out of the University of Florida with the third pick by the Hawks was born in June 3, 1986?","[""Alfred Joel Horford Reynoso""]",10,graph_fixed,gemini-3.5-flash-lite,Not mentioned in the reference context.,0.0,0.0,0.0,0.0,0.0,0.0,64,9,"[64, 65, 63, 29, 28, 33, 32, 26, 35, 22, 40]",11,"[64, 65, 63, 29, 28, 33, 32, 26, 35, 22]",10,35,402,474,7,783.0543539998871,1,STOP,False,3b546669bda8e22b08edc47b1a3c3e6639ef1bbe2d86792acce8423b050f004e,,,,
complete,6,5abeb1925542994516f453f0,Which airline hub does Japan Air Commuter and Japan Airlines share in common?,"[""Osaka International Airport""]",10,adaptive_offline_global,gemini-3.5-flash-lite,Tokyo International Airport,0.0,0.6666666666666666,0.5,0.5,0.0,0.0,36,24,"[36, 35, 34, 7, 26, 10, 27, 5, 23, 9, 6]",11,"[36, 35, 34, 7, 26, 10, 27, 5, 23, 9]",10,20,415,464,3,586.913056999947,1,STOP,False,0645dbe62dcbd25f21ac235e225804c6d6d4dd55dbf664f8a64cbac992b599a2,,,,
complete,6,5abeb1925542994516f453f0,Which airline hub does Japan Air Commuter and Japan Airlines share in common?,"[""Osaka International Airport""]",10,adaptive_online_warm,gemini-3.5-flash-lite,Osaka International Airport,1.0,1.0,1.0,1.0,1.0,1.0,36,24,"[36, 35, 34, 26, 7, 6, 24, 10, 27, 11, 5]",11,"[36, 35, 34, 26, 7, 6, 24, 10, 27, 11]",10,20,415,460,3,566.3452680000773,1,STOP,False,5389e3127677ecc82af25cf270818a3167e467374c6943f821ce49470b492fb9,"[0.47113286582785135, 0.5288671341721487]","[0.47113286582785135, 0.5288671341721487]",0.0,prediction_hit
complete,6,5abeb1925542994516f453f0,Which airline hub does Japan Air Commuter and Japan Airlines share in common?,"[""Osaka International Airport""]",10,cosine,gemini-3.5-flash-lite,Osaka International Airport,1.0,1.0,1.0,1.0,1.0,1.0,36,24,"[36, 26, 35, 24, 11, 7, 5, 10, 34, 6, 0]",11,"[36, 26, 35, 24, 11, 7, 5, 10, 34, 6]",10,36,415,458,3,541.5865220002161,1,STOP,False,52e149797d13381fcaeec6b1ed8a7b03fe82b304f8e70ae4c5f58b8514e56062,,,,
complete,6,5abeb1925542994516f453f0,Which airline hub does Japan Air Commuter and Japan Airlines share in common?,"[""Osaka International Airport""]",10,graph_fixed,gemini-3.5-flash-lite,Osaka International Airport,1.0,1.0,1.0,1.0,1.0,1.0,36,24,"[36, 35, 34, 26, 6, 7, 22, 24, 10, 11, 14]",11,"[36, 35, 34, 26, 6, 7, 22, 24, 10, 11, 14]",11,20,415,454,3,529.9915780001356,1,STOP,False,049144d4ac9cb6915dc56c6fef9df9508709173f6574a3ebbfed6e72e3cfe5dd,,,,
complete,7,5ab5c8c5554299637185c60d,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,"[""no""]",10,adaptive_offline_global,gemini-3.5-flash-lite,No,1.0,1.0,0.5,0.5,0.0,0.0,7,5,"[7, 8, 9, 1, 4, 0, 3, 29, 6, 28, 30]",11,"[7, 8, 9, 1, 4, 0, 3, 29, 6, 28]",10,13,404,453,1,489.6775689999231,1,STOP,False,e98fbaaff3e9cfa4280f41edbbe6edd7665d28b9b5a653ab226fdd4056a2de27,,,,
complete,7,5ab5c8c5554299637185c60d,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,"[""no""]",10,adaptive_online_warm,gemini-3.5-flash-lite,No,1.0,1.0,0.5,0.5,0.0,0.0,7,5,"[7, 8, 9, 1, 6, 0, 4, 3, 29, 30, 28]",11,"[7, 8, 9, 1, 6, 0, 4, 3, 29, 30]",10,13,404,454,1,8716.994966999664,1,STOP,False,75a57147df3b3a3919e9399c532844b8196ec2f0afc2c16384a6cf723dc67ada,"[0.47113286582785135, 0.5288671341721487]","[0.4809585657065793, 0.5190414342934208]",1.0,ranking_miss_update
complete,7,5ab5c8c5554299637185c60d,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,"[""no""]",10,cosine,gemini-3.5-flash-lite,No,1.0,1.0,1.0,1.0,1.0,1.0,7,5,"[7, 8, 9, 6, 0, 3, 28, 4, 5, 13, 26]",11,"[7, 8, 9, 6, 0, 3, 28, 4, 5]",9,30,404,450,1,490.7893440004045,1,STOP,False,779f4aa28f9c1914a23e6d5bf37589de8da9f94984d3ac2ae719e121c4824e2e,,,,
complete,7,5ab5c8c5554299637185c60d,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,"[""no""]",10,graph_fixed,gemini-3.5-flash-lite,No,1.0,1.0,0.5,0.5,0.0,0.0,7,5,"[7, 8, 9, 1, 6, 0, 2, 4, 3, 29, 30]",11,"[7, 8, 9, 1, 6, 0, 2, 4, 3, 29, 30]",11,13,404,457,1,392.78262900006666,1,STOP,False,d690277beba27c2220a9de101f32f86c1b70c321324d5ef2681adcf0a3978034,,,,
complete,8,5abd44d955429933744ab760,"What is the name of the presidential memorial in Washington, D.C that connects to an artificial island?","[""Jefferson Memorial""]",10,adaptive_offline_global,gemini-3.5-flash-lite,Jefferson Memorial,1.0,1.0,0.5,0.5,1.0,1.0,0,12,"[0, 1, 3, 4, 5, 2, 6, 12, 17, 10]",10,"[0, 1, 3, 4, 5, 2, 6, 12, 17, 10]",10,9,605,657,2,479.59678500001246,1,STOP,False,d110ef05c8259e0cf7a47ecd2e40f496777e5f3368b4e1e30c5a73dea4917e4d,,,,
complete,8,5abd44d955429933744ab760,"What is the name of the presidential memorial in Washington, D.C that connects to an artificial island?","[""Jefferson Memorial""]",10,adaptive_online_warm,gemini-3.5-flash-lite,Jefferson Memorial,1.0,1.0,0.5,0.5,1.0,1.0,0,12,"[0, 1, 3, 4, 2, 5, 6, 12, 17, 10]",10,"[0, 1, 3, 4, 2, 5, 6, 12, 17, 10]",10,9,605,657,2,384.4297790001292,1,STOP,False,f41f86f3b29eb7420cdf175b658a03cd6390c17e70bc97283240f5ce173e1908,"[0.4809585657065793, 0.5190414342934208]","[0.4809585657065793, 0.5190414342934208]",0.0,prediction_hit
complete,8,5abd44d955429933744ab760,"What is the name of the presidential memorial in Washington, D.C that connects to an artificial island?","[""Jefferson Memorial""]",10,cosine,gemini-3.5-flash-lite,Jefferson Memorial,1.0,1.0,0.5,0.5,1.0,1.0,0,12,"[0, 2, 1, 12, 4, 3, 6, 5, 17, 10, 13]",11,"[0, 2, 1, 12, 4, 3, 6, 5, 17, 10]",10,30,605,657,2,545.0206790001175,1,STOP,False,c68929476225be55b6f0a1dd97477d75f661bab29ae9f32f23df439a6d342a65,,,,
complete,8,5abd44d955429933744ab760,"What is the name of the presidential memorial in Washington, D.C that connects to an artificial island?","[""Jefferson Memorial""]",10,graph_fixed,gemini-3.5-flash-lite,Jefferson Memorial,1.0,1.0,0.5,0.5,1.0,1.0,0,12,"[0, 1, 3, 4, 5, 6, 2, 12, 10, 17]",10,"[0, 1, 3, 4, 5, 6, 2, 12, 10, 17]",10,9,605,657,2,10548.773056999835,1,STOP,False,0a2e5e34d9f584f9b2a2d5a45ed6e9e75ddaa253e44f7a5089209786672ebdcc,,,,
complete,9,5a83eaae55429933447460b4,"The Swiss immigration referendum, February 2014 is an example of what, which was framed by bilateral treaties between Switzerland and the European Union?","[""relations between Switzerland and the European Union""]",10,adaptive_offline_global,gemini-3.5-flash-lite,"Swiss federal popular initiative ""against mass immigration""",0.0,0.0,0.5,0.5,0.0,0.0,7,13,"[7, 30, 29, 28, 5, 27, 14, 4, 6, 31, 24]",11,"[7, 30, 29, 28, 5, 27, 14, 4, 6, 31, 24]",11,28,581,644,9,533.1631849999212,1,STOP,False,cf7a8906504a400a9c431b7db29fb30abc9f0667283ff8211bf7a912d55c7ead,,,,
complete,9,5a83eaae55429933447460b4,"The Swiss immigration referendum, February 2014 is an example of what, which was framed by bilateral treaties between Switzerland and the European Union?","[""relations between Switzerland and the European Union""]",10,adaptive_online_warm,gemini-3.5-flash-lite,"Swiss federal popular initiative ""against mass immigration""",0.0,0.0,0.5,0.5,0.0,0.0,7,13,"[7, 30, 29, 28, 27, 31, 5, 4, 14, 6, 24]",11,"[7, 30, 29, 28, 27, 31, 5, 4, 14, 6, 24]",11,28,581,644,9,968.8883310000165,1,STOP,False,37baa88198b15f47c8d9be8cba3a9c20c783d7702917005512546d54711b4c14,"[0.4809585657065793, 0.5190414342934208]","[0.425091386047164, 0.574908613952836]",1.0,ranking_miss_update
complete,9,5a83eaae55429933447460b4,"The Swiss immigration referendum, February 2014 is an example of what, which was framed by bilateral treaties between Switzerland and the European Union?","[""relations between Switzerland and the European Union""]",10,cosine,gemini-3.5-flash-lite,"Swiss federal popular initiative ""against mass immigration""",0.0,0.0,1.0,1.0,1.0,1.0,7,13,"[7, 31, 6, 4, 13, 5, 0, 1, 30, 14, 27]",11,"[7, 31, 6, 4, 13, 5, 0, 1, 30]",9,31,581,637,9,541.4435490001779,1,STOP,False,8aea6d41e1c5d99cfed6399cfd50df934d0874d789de47e2835b5e8facac0635,,,,
complete,9,5a83eaae55429933447460b4,"The Swiss immigration referendum, February 2014 is an example of what, which was framed by bilateral treaties between Switzerland and the European Union?","[""relations between Switzerland and the European Union""]",10,graph_fixed,gemini-3.5-flash-lite,federal popular initiative,0.0,0.0,0.5,0.5,0.0,0.0,7,13,"[7, 30, 28, 29, 27, 31, 24, 4, 5, 6, 14]",11,"[7, 30, 28, 29, 27, 31, 24, 4, 5, 6, 14]",11,28,581,644,3,563.6636109998108,1,STOP,False,431089852e96552edeb3c7998cbedbbbbf270fd811408aab8738e48982b94269,,,,
complete,10,5adfc9a555429906c02daa42,"Who directed the 2017 horror-thriller film in which Barry Keoghan, Nicole Kidman, Colin Farrell, and Alicia Silverstone appeared?","[""Yorgos Lanthimos""]",10,adaptive_offline_global,gemini-3.5-flash-lite,Yorgos Lanthimos,1.0,1.0,1.0,1.0,1.0,1.0,35,2,"[35, 36, 34, 32, 30, 2, 33, 4, 31, 6, 3]",11,"[35, 36, 34, 32, 30, 2, 33, 4, 31]",9,24,424,492,6,19871.323842000038,1,STOP,False,f16f23c890efb0d1c94d7dd93da53eb1f73ffe6fd44c21fa7f69a6077ac9d40e,,,,
complete,10,5adfc9a555429906c02daa42,"Who directed the 2017 horror-thriller film in which Barry Keoghan, Nicole Kidman, Colin Farrell, and Alicia Silverstone appeared?","[""Yorgos Lanthimos""]",10,adaptive_online_warm,gemini-3.5-flash-lite,Yorgos Lanthimos,1.0,1.0,1.0,1.0,1.0,1.0,35,2,"[35, 36, 34, 32, 30, 2, 33, 31, 3, 6, 4]",11,"[35, 36, 34, 32, 30, 2, 33, 31, 3]",9,24,424,492,6,530.480893999993,1,STOP,False,5ae49d95a7e5b3ed4af676c916dd8e160f922af467341dc26c6136cce6e22f45,"[0.425091386047164, 0.574908613952836]","[0.425091386047164, 0.574908613952836]",0.0,prediction_hit
complete,10,5adfc9a555429906c02daa42,"Who directed the 2017 horror-thriller film in which Barry Keoghan, Nicole Kidman, Colin Farrell, and Alicia Silverstone appeared?","[""Yorgos Lanthimos""]",10,cosine,gemini-3.5-flash-lite,Lanthimos,0.0,0.6666666666666666,0.5,0.5,0.0,0.0,35,2,"[35, 31, 3, 32, 33, 30, 36, 34, 5, 37, 4]",11,"[35, 31, 3, 32, 33, 30, 36, 34, 5, 37, 4]",11,44,424,491,3,15761.572669000088,3,STOP,False,2eb28bdb0499a441acb2f3ab75a1b5509b0f9242d88ceeceb27f2ce478b24d65,,,,
complete,10,5adfc9a555429906c02daa42,"Who directed the 2017 horror-thriller film in which Barry Keoghan, Nicole Kidman, Colin Farrell, and Alicia Silverstone appeared?","[""Yorgos Lanthimos""]",10,graph_fixed,gemini-3.5-flash-lite,Yorgos Lanthimos,1.0,1.0,1.0,1.0,1.0,1.0,35,2,"[35, 32, 30, 33, 2, 34, 36, 31, 4, 6, 5]",11,"[35, 32, 30, 33, 2, 34, 36, 31, 4]",9,24,424,492,6,59650.30067999987,2,STOP,False,4abe5fe4742fa4ab62ba78e1dd9a80783846acefc78afab30d5f5fbd4b9c69f5,,,,
complete,11,5ac2cb3e5542996773102627,"What is the population of the settlement that is next smaller than the city with a population of 67,038 on the Argentine side of Tierra del Fuego?","[""1,382""]",10,adaptive_offline_global,gemini-3.5-flash-lite,"1,382",1.0,1.0,1.0,1.0,1.0,1.0,27,1,"[27, 26, 25, 24, 6, 1, 0, 5, 8, 9, 22]",11,"[27, 26, 25, 24, 6, 1, 0, 5, 8, 9]",10,22,519,567,5,488.0992960002004,1,STOP,False,7657f6a71959fbc37912dc5149339f1bab34414cead3067669973a7dbcb42dce,,,,
complete,11,5ac2cb3e5542996773102627,"What is the population of the settlement that is next smaller than the city with a population of 67,038 on the Argentine side of Tierra del Fuego?","[""1,382""]",10,adaptive_online_warm,gemini-3.5-flash-lite,"1,382",1.0,1.0,1.0,1.0,1.0,1.0,27,1,"[27, 26, 24, 25, 6, 1, 5, 0, 9, 22, 19]",11,"[27, 26, 24, 25, 6, 1, 5, 0, 9, 22]",10,22,519,564,5,48267.28412000011,2,STOP,False,b61ab0812136bc647f2028ad3e9536c80414df0eea3958914aaa921e86f3ba84,"[0.425091386047164, 0.574908613952836]","[0.425091386047164, 0.574908613952836]",0.0,prediction_hit
complete,11,5ac2cb3e5542996773102627,"What is the population of the settlement that is next smaller than the city with a population of 67,038 on the Argentine side of Tierra del Fuego?","[""1,382""]",10,cosine,gemini-3.5-flash-lite,Free from the text.,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,27,1,"[27, 24, 7, 0, 26, 1, 9, 18, 5, 22, 6]",11,"[27, 24, 7, 0, 26, 1, 9, 18, 5, 22, 6]",11,30,519,566,5,546.5788769997744,1,STOP,False,452e3273f38769614efd5090dc55b42d94d86cfec1b5aa230cca2bfc0e48af56,,,,
