q_idx,question,gold_answers,pool_size,n_cosine_chunks,n_graph_chunks,n_adaptive_chunks,cosine_answer,graph_answer,adaptive_answer,cosine_em,graph_em,adaptive_em,cosine_f1,graph_f1,adaptive_f1
24,When was the paper published?,The paper was published on 7 March 2023.,65,13,13,13,Not mentioned.,Not mentioned.,Not mentioned.,0.0,0.0,0.0,0.0,0.0,0.0
25,What size chains were used in the benchmarking?,L = 8 and L = 14.,88,13,13,13,"L = 8, L = 14",L = 14,"L = 6, 8, 14",0.0,0.0,0.0,0.8889,0.5714,0.6667
26,What field does Danny work in in Tennessee?,3-D printing and software development.,127,13,13,13,There is no information about Danny or his work in Tennessee.,There is no information about Danny or Tennessee.,There is no information about Danny working in Tennessee. The text only mentions Taylor.,0.0,0.0,0.0,0.0,0.0,0.0
27,How does the infall rate and gas density in the magnetized model compare to non-magnetized accretion?,Infall rate is 2-5 times smaller and gas density is 2-5 times smaller.,22,13,13,13,2-5 times smaller,2-5 times smaller,2-5 times smaller,0.0,0.0,0.0,0.375,0.375,0.375
28,What are the benefits of using binary variables in the SLAS formulation?,Reduced computational complexity.,113,13,13,13,Not mentioned.,Not mentioned.,Not mentioned.,0.0,0.0,0.0,0.0,0.0,0.0
29,Can the denoiser be applied to circuits with non-Clifford noise?,"Yes, the denoiser works for non-Clifford local noise channels.",88,13,13,13,Yes,Yes,Yes,0.0,0.0,0.0,0.2222,0.2222,0.2222
30,What are some fields in which the inverse problem is encountered?,"Physics, biology, social sciences, finance, and neuroscience are some fields in which the inverse problem is encountered.",128,13,13,13,"Optical systems, statistical inference.","Physics, biology, social sciences, finance, neuroscience.","Physics, biology, social sciences, finance, neuroscience.",0.0,0.0,0.0,0.0,0.5455,0.5455
31,How can players skip dialogue on the quest map?,Players can skip dialogue on the quest map by pressing the 'SKIP' button.,102,13,13,13,By pressing 'SKIP',By pressing 'SKIP'.,By pressing 'SKIP',0.0,0.0,0.0,0.4286,0.4286,0.4286
32,In which electorate was Simon English elected to the New Zealand Parliament?,The Wallace electorate.,72,13,13,13,Wallace electorate,Wallace electorate,Wallace electorate,1.0,1.0,1.0,1.0,1.0,1.0
33,What is the score achieved by the authors for Track-2?,85.61%.,55,13,13,13,85.61%,85.61%,"Not explicitly stated, only margin.",1.0,1.0,0.0,1.0,1.0,0.0
34,Does DUO contain more instances per image than COCO?,"Yes, DUO has 9.57 instances per image while COCO contains 7.7.",64,13,13,13,"Yes, 9.57 vs 7.7.","Yes, 9.57 vs 7.7.","Yes, 9.57 vs 7.7.",0.0,0.0,0.0,0.4,0.4,0.4
35,"When did the London Paving and Lighting Act pass, which mandated the numbering of houses?",1766.,104,13,13,13,1766,1766,1766,1.0,1.0,1.0,1.0,1.0,1.0
36,What award did Brooksley Born receive in 2009?,"In 2009, Brooksley Born received the John F. Kennedy Profiles in Courage Award.",37,13,13,13,John F. Kennedy Profiles in Courage Award,John F. Kennedy Profiles in Courage Award,John F. Kennedy Profiles in Courage Award,0.0,0.0,0.0,0.7368,0.7368,0.7368
37,What are the three phases of the author's preaching process?,"The three phases are exegetical, theological, and homiletical.",154,13,13,13,"Exegetical, theological, homiletical.","Exegetical, theological, homiletical","Exegetical, theological, homiletical.",0.0,0.0,0.0,0.6,0.6,0.6
38,How do the runtimes and iteration counts of NFPA and FPSA compare to GMRES and DSA in the numerical experiments?,NFPA and FPSA greatly outperform GMRES and DSA.,82,13,13,13,NFPA and FPSA outperform GMRES and DSA.,NFPA and FPSA outperform GMRES and DSA.,NFPA and FPSA outperform GMRES and DSA.,0.0,0.0,0.0,0.9333,0.9333,0.9333
39,What is the rationality coefficient used in the observation model?,γh.,103,13,13,13,γ h,γ h,γ h,0.0,0.0,0.0,0.0,0.0,0.0
40,What is the average magnetic moment per column in Ge$_{1-x}$Mn$_{x}$ films?,1425 $\mu_{B}$.,125,13,13,13,Not provided in the context.,Not provided in the context.,Not provided in the context.,0.0,0.0,0.0,0.0,0.0,0.0
41,How does the framework capture the reduced-order dynamics?,By using a propagator in the latent space.,65,13,13,13,Using a propagator in the latent space.,Using a propagator in the latent space.,Using continuous complex-valued latent space dynamics.,0.0,0.0,0.0,0.9091,0.9091,0.5
42,How does the conduction gap depend on the strain direction?,"Peaks occur at certain strain directions, while the gap is zero at others.",83,13,13,13,Strongly θ-dependent,"Strongly dependent, with peaks at specific angles.",Strongly θ-dependent,0.0,0.0,0.0,0.0,0.2105,0.0
43,How are smartphones and tablets different from a technical perspective?,Smartphones are more compact and power constrained.,119,13,13,13,Power targets and budgets.,"Smartphones are more compact and power constrained, with SoCs limited to around 1W, while tablets have a greater power budget, up to 4W or 7-8W.","Screens, batteries, radios are a huge part of tablets' and phones' costs.",0.0,0.0,0.0,0.3636,0.4516,0.2222
44,How many experiments were demonstrated to test the capabilities of the controller?,5.,86,13,13,13,5 experiments,5 experiments,Five,0.0,0.0,0.0,0.6667,0.6667,0.0
45,What types of sensors are now capable of estimating physical activity levels and physiological outcomes of older adults?,Wearable sensors.,185,13,13,13,Wearable sensors,Wearable sensors,Wearable sensors,1.0,1.0,1.0,1.0,1.0,1.0
46,How many massive star-forming regions were studied?,21.,43,13,13,13,21,21,21,1.0,1.0,1.0,1.0,1.0,1.0
47,Where was Margaret Way born and where did she die?,"Margaret Way was born in Brisbane and died in Cleveland, Queensland, Australia.",22,13,13,13,"Brisbane, Cleveland, Queensland.","Brisbane, Cleveland, Queensland.","Brisbane, Cleveland, Queensland.",0.0,0.0,0.0,0.4,0.4,0.4
48,What are the three synthetic types of vitamin K?,"Vitamins K3, K4, and K5.",125,13,13,13,"Vitamins K3, K4, and K5.","Vitamins K3, K4, and K5.","K3, K4, K5",1.0,1.0,0.0,1.0,1.0,0.75
49,How are thalassemias classified?,According to the globin that is affected (alpha or beta).,109,13,13,13,"According to the chain involved (α, β, δ).",Into alpha and beta thalassemia.,"By genetic types, including alpha, beta, delta, and gamma.",0.0,0.0,0.0,0.25,0.2857,0.2222
50,What is Professor Tulis's forthcoming book?,Legacies of Losing in American Politics and an expanded edition of The Rhetorical Presidency in the Princeton Classics series.,90,13,13,13,Legacies of Losing in American Politics,Legacies of Losing in American Politics,Legacies of Losing in American Politics,0.0,0.0,0.0,0.5455,0.5455,0.5455
51,"When was Weep Not, Child first published?","Weep Not, Child was first published in 1964.",26,13,13,13,1964,Not stated in context.,Not stated.,0.0,0.0,0.0,0.2222,0.3333,0.2
52,对于PD3.0协议，FS312BH支持的最高诱骗电压是多少？,48V.,16,13,13,13,48V,48V,48V,1.0,1.0,1.0,1.0,1.0,1.0
53,What is the main topic of the text?,The main topic of the text is Iraq's politics and current situation.,63,13,13,13,Iraq and Middle East news,Iraq and Christmas celebrations,Iraq and international relations,0.0,0.0,0.0,0.1333,0.1429,0.1429
54,What is the SI unit of power?,"Watt, one joule per second.",114,13,13,13,Watt,Watt,Watt,0.0,0.0,0.0,0.3333,0.3333,0.3333
55,What is the sticking point in the political showdown over the budget?,The sticking point in the political showdown over the budget is how much spending to cut.,113,13,13,13,Spending cuts and policy issues.,How much spending to cut.,Local money spending approval.,0.0,0.0,0.0,0.1111,0.5556,0.1176
56,What are the symptoms of alpha thalassemia major?,Severe anemia that begins even before birth.,109,13,13,13,"Life-threatening anemia, severe hydrops fetalis.","Severe anemia, starting before birth.",Not explicitly stated.,0.0,0.0,0.0,0.3333,0.6667,0.0
57,How many years has KSTP-FM 102.1 been on the air?,Four years.,35,13,13,13,4 years,4 years,4 years,0.0,0.0,0.0,0.5,0.5,0.5
58,What is the advantage of decorrelating the data before running the PLS algorithm?,Decorrelating the data before running the PLS algorithm improves the performance of the algorithm.,136,13,13,13,Improves performance.,Improves performance.,Improves performance.,0.0,0.0,0.0,0.3333,0.3333,0.3333
59,How is electricity used in everyday life?,"Electricity is used for transport, heating, lighting, communications, and computation.",114,13,13,13,"Transport, heating, lighting, communications, computation.","In transport, heating, lighting, communications, and computation.","Transport, heating, lighting, communications, computation.",0.0,0.0,0.0,0.6667,0.7059,0.6667
