q_idx,question,gold_answers,pool_size,n_cosine_chunks,n_graph_chunks,n_adaptive_chunks,cosine_answer,graph_answer,adaptive_answer,cosine_em,graph_em,adaptive_em,cosine_f1,graph_f1,adaptive_f1
26,Who is the spouse of the director of film Emergency Wedding?,Ona Munson,181,13,13,13,Harold Hecht,Not mentioned in the context.,Not mentioned in context,0.0,0.0,0.0,0.0,0.0,0.0
27,Who is Isabella Of Bourbon's paternal grandfather?,"John I, Duke of Bourbon",86,13,13,13,"Based on the provided context, there is no mention of Isabella of Bourbon's paternal grandfather.",Charles of Valois,"Based on the provided context, there is no mention of Isabella of Bourbon's paternal grandfather.",0.0,0.0,0.0,0.1053,0.25,0.1053
28,Where was the place of death of Enheduanna's father?,Akkadian empire,173,13,13,13,Not mentioned in the context,Not mentioned in the context,Not mentioned in the context.,0.0,0.0,0.0,0.0,0.0,0.0
29,"Which film came out earlier, Alkohol or Night Of Dark Shadows?",Alkohol,108,13,13,13,Night of Dark Shadows,Night of Dark Shadows,Not mentioned in context,0.0,0.0,0.0,0.0,0.0,0.0
30,What is the date of death of the director of film Nallavan Vazhvan?,3 September 1992,39,13,13,13,3 September 1992,3 September 1992,Not mentioned in the context.,1.0,1.0,0.0,1.0,1.0,0.0
31,Who is the father of the director of film A No-Hit No-Run Summer?,Félix Leclerc,91,13,13,13,Félix Leclerc,Not provided in the context,Not provided in the context,1.0,0.0,0.0,1.0,0.0,0.0
32,"Which film came out earlier, The Drover'S Sweetheart or Pigsty (Film)?",The Drover'S Sweetheart,77,13,13,13,The Drover's Sweetheart,The Drover's Sweetheart,The Drover's Sweetheart,1.0,1.0,1.0,1.0,1.0,1.0
33,What is the place of birth of the director of film Clowning Around?,"Castlemaine, Victoria, Australia",61,13,13,13,"Castlemaine, Victoria, Australia","Castlemaine, Victoria, Australia","Castlemaine, Victoria, Australia",1.0,1.0,1.0,1.0,1.0,1.0
34,Was Dudley Russell or Juan René Serrano born first?,Dudley Russell,90,13,13,13,Juan René Serrano,Juan René Serrano,Dudley Russell,0.0,0.0,1.0,0.0,0.0,1.0
35,"Which film has the director who was born earlier, Khud-Daar or Murderer In The Fog?",Murderer In The Fog,47,13,13,13,Murderer in the Fog,Not mentioned in context,"Based on the provided context, there is no mention of a film titled ""Khud-Daar"". Therefore, the question cannot be answered using only the given text.",1.0,0.0,0.0,1.0,0.2857,0.0
36,Where was the wife of Lou Breslow born?,"Dayton, Ohio",75,13,13,13,"Dayton, Ohio","Dayton, Ohio",Not specified in the context,1.0,1.0,0.0,1.0,1.0,0.0
37,Where was the place of death of Maria (Wife Of Boris I Of Bulgaria)'s husband?,Preslav,107,13,13,13,Not mentioned in context.,"Not certain (may be near Preslav, Pliska, or a monastery near Varna or Ravda)","Not certain (may be near Preslav, Pliska, or in a monastery near Varna or Ravda)",0.0,0.0,0.0,0.0,0.1429,0.1333
38,Where was the place of death of Thomas E. Noell's father?,Washington,36,13,13,13,"Washington, D.C.","Washington, D.C.","Washington, D.C.",0.0,0.0,0.0,0.6667,0.6667,0.6667
39,"Which film came out first, Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato or The Bag Man?",Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato,53,13,13,13,Una prostituta al servizio del pubblico e in regola con le leggi dello stato,Una prostituta al servizio del pubblico e in regola con le leggi dello stato,Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato,1.0,1.0,1.0,1.0,1.0,1.0
40,"Which film whose director was born first, Solemn Promise or Tarzan The Magnificent?",Tarzan The Magnificent,91,13,13,13,"Based on the provided context, there is no mention of a film called ""Solemn Promise"" or the birth date/director of such a film. Therefore, the context does not contain the information needed to answer the question.",Tarzan the Magnificent,Tarzan The Magnificent,0.0,1.0,1.0,0.0,1.0,1.0
41,Are The Other Half (2016 Film) and Spy Kids 2: The Island Of Lost Dreams from the same country?,no,124,13,13,13,American,American,Not mentioned in context.,0.0,0.0,0.0,0.0,0.0,0.0
42,"Which film was released earlier, August Underground'S Penance or Vasantha Raagam?",Vasantha Raagam,114,13,13,13,August Underground's Penance,,August Underground's Penance,0.0,0.0,0.0,0.0,0.0,0.0
43,"Which magazine was established first, Rock Street Journal or De As?",De As,52,13,13,13,Everybody's Magazine,Rock Street Journal,De As,0.0,0.0,1.0,0.0,0.0,1.0
44,"Which film was released earlier, Prince Of Arcadia or Italia-Germania 4-3?",Prince Of Arcadia,63,13,13,13,Prince of Arcadia,Prince Of Arcadia,Prince of Arcadia,1.0,1.0,1.0,1.0,1.0,1.0
45,Where was the place of death of Kamures Kadın's husband?,Constantinople,91,13,13,13,"Eyüp Cemetery, Istanbul","Eyüp Cemetery, Istanbul","Eyüp Cemetery, Istanbul",0.0,0.0,0.0,0.0,0.0,0.0
46,Where was the director of film 00 Schneider – Jagd Auf Nihil Baxter born?,Mülheim an der Ruhr,65,13,13,13,Not specified in the context.,Not provided in the context,Not mentioned in the context,0.0,0.0,0.0,0.0,0.0,0.0
47,What is the place of birth of Ratna Malla's father?,Nepal,95,13,13,13,Not mentioned in the context,Not mentioned in the context.,Not mentioned in the context.,0.0,0.0,0.0,0.0,0.0,0.0
48,Which country the director of film Renegade Force is from?,America,95,13,13,13,"Based on the provided context, the country of origin for the director of *Renegade Force* (Martin Kunert) is not mentioned.",Not provided in context,Not specified in the context.,0.0,0.0,0.0,0.0,0.0,0.0
49,Are H. H. Hunnewell and Bob Flanigan (Singer) of the same nationality?,yes,123,13,13,13,Not mentioned in context,American,Not mentioned in context,0.0,0.0,0.0,0.0,0.0,0.0
50,"Who died first, Frederick Cleveland Morgan or Nathaniel Mclenaghan?",Nathaniel Mclenaghan,60,13,13,13,Nathaniel McLenaghan,Frederick Cleveland Morgan,Not mentioned in context,1.0,0.0,0.0,1.0,0.0,0.0
51,What nationality is the performer of song You Can?,Sweden,89,13,13,13,Swedish,Not provided in the context,Madleen Kane,0.0,0.0,0.0,0.0,0.0,0.0
52,Who is the father-in-law of Duke William Of Mecklenburg-Schwerin?,Prince Albert of Prussia,91,13,13,13,Not mentioned in the context,Not mentioned in the context.,Not mentioned in the context.,0.0,0.0,0.0,0.0,0.0,0.0
53,Are both Howard Lake (British Columbia) and North Buck Lake (Alberta) located in the same country?,yes,13,13,13,13,Yes,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1.0
54,Where was the place of death of Randi Monsen's father?,Kristiania,55,13,13,13,Not provided in the context,Not provided in the context.,Not specified in the text,0.0,0.0,0.0,0.0,0.0,0.0
55,"Where does the director of film L'Arbre, Le Maire Et La Médiathèque work at?",Cahiers du cinéma,163,13,13,13,Not specified in the context.,Paris,Paris,0.0,0.0,0.0,0.0,0.0,0.0
56,Where was the father of Muhammad Al-Nasir born?,Morocco,86,13,13,13,Not mentioned in the context.,Not mentioned in the context,Not mentioned in the context,0.0,0.0,0.0,0.0,0.0,0.0
57,Who is the spouse of the performer of song This Time (Waylon Jennings Song)?,Jessi Colter,146,13,13,13,Jessi Colter,Not mentioned in the context.,Jessi Colter,1.0,0.0,1.0,1.0,0.0,1.0
58,"Which film has the director who died earlier, Melody Of The World or Ladies Love Danger?",Melody Of The World,90,13,13,13,Ladies Love Danger,Ladies Love Danger,Ladies Love Danger,0.0,0.0,0.0,0.0,0.0,0.0
59,Where did Helena Carroll's father study?,St Patrick's College,73,13,13,13,"St Patrick's College, Dublin","St Patrick's College, Dublin",Not provided in the context,0.0,0.0,0.0,0.8571,0.8571,0.0
