q_idx,config_k,question,gold_answers,pool_size,n_cosine_chunks,n_graph_chunks,n_adaptive_chunks,cosine_answer,graph_answer,adaptive_answer,cosine_em,graph_em,adaptive_em,cosine_f1,graph_f1,adaptive_f1
3,10,"Along with the Closer performer, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,214,11,11,11,The Eagles.,Dionne Warwick.,Laura Branigan.,0.0,0.0,0.0,0.0,0.0,0.0
3,12,"Along with the Closer performer, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,214,13,13,13,"The artist is likely to be a female artist, as the question does not specify a male artist.","als & Crofts, and America. The 1980s saw the rise of the soft rock format, with artists such as Michael Jackson, Bonnie Tyler,",": What happened to the adult contemporary format in the 1980s?

Answer: The format evolved into a more rock-oriented sound, with artists like Chicago and",0.0,0.0,0.0,0.0,0.0952,0.0
3,14,"Along with the Closer performer, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,214,15,15,15,The Weeknd,"als & Crofts, and America. The 1980s saw the rise of the soft rock format, with artists such as Michael Jackson, Bonnie Tyler,","the late 1970s, the soft rock format had begun to decline in popularity, and the AC format was becoming more popular. The 1980s",0.0,0.0,0.0,0.0,0.0952,0.0
3,16,"Along with the Closer performer, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,214,17,17,17,"her career with a string of hits in the 1970s?

Answer: Fleetwood Mac.","als & Crofts, and America. The 1980s saw the rise of the soft rock format, with artists such as Michael Jackson, Bonnie Tyler,","the late 1970s, the soft rock format had begun to decline in popularity, and the AC format was becoming more popular. The 1980s",0.0,0.0,0.0,0.0,0.0952,0.0
4,3,What city was the author of What We Talk About When We Talk About love born in?,"Clatskanie | Clatskanie, Oregon",226,4,4,4,New York City.,New York City.,New York City.,0.0,0.0,0.0,0.0,0.0,0.0
4,4,What city was the author of What We Talk About When We Talk About love born in?,"Clatskanie | Clatskanie, Oregon",226,5,5,5,"El Paso, Texas.",New York City.,New York City.,0.0,0.0,0.0,0.0,0.0,0.0
4,5,What city was the author of What We Talk About When We Talk About love born in?,"Clatskanie | Clatskanie, Oregon",226,6,6,6,"El Paso, Texas.",New York City.,New York City.,0.0,0.0,0.0,0.0,0.0,0.0
4,6,What city was the author of What We Talk About When We Talk About love born in?,"Clatskanie | Clatskanie, Oregon",226,7,7,7,"El Paso, Texas.",New York City.,New York City.,0.0,0.0,0.0,0.0,0.0,0.0
4,8,What city was the author of What We Talk About When We Talk About love born in?,"Clatskanie | Clatskanie, Oregon",226,9,9,9,"El Paso, Texas.",New York City.,New York City.,0.0,0.0,0.0,0.0,0.0,0.0
4,10,What city was the author of What We Talk About When We Talk About love born in?,"Clatskanie | Clatskanie, Oregon",226,11,11,11,"wife, originally named Carol, was renamed Ed's wife, Carol. The character of Herb's wife, Carol, was also renamed Ed's wife, Carol.","I was busy. He knew I was busy."" (in the foreword of Where I'm Calling From)Carver's career emphasized short stories and poetry.",New York City.,0.0,0.0,0.0,0.0,0.0,0.0
4,12,What city was the author of What We Talk About When We Talk About love born in?,"Clatskanie | Clatskanie, Oregon",226,13,13,13,"wife, originally named Carol, was renamed Ed's wife, Carol. The character of Herb's wife, Carol, was also renamed Ed's wife, Carol.","I was busy. He knew I was busy."" (in the foreword of Where I'm Calling From)Carver's career emphasized short stories and poetry.",New York City.,0.0,0.0,0.0,0.0,0.0,0.0
4,14,What city was the author of What We Talk About When We Talk About love born in?,"Clatskanie | Clatskanie, Oregon",226,15,15,15,"wife, originally named Carol, was renamed Ed's wife, Carol. The character of Herb's wife, Carol, was also renamed Ed's wife, Carol.","I was busy. He knew I was busy."" (in the foreword of Where I'm Calling From)Carver's career emphasized short stories and poetry.","ed on the idea of the short story as a way to explore the human condition."" He also described himself as ""inclined toward brevity and intensity""",0.0,0.0,0.0,0.0,0.0,0.0
4,16,What city was the author of What We Talk About When We Talk About love born in?,"Clatskanie | Clatskanie, Oregon",226,17,17,17,"wife, originally named Carol, was renamed Ed's wife, Carol. The character of Herb's wife, Carol, was also renamed Ed's wife, Carol.","I was busy. He knew I was busy."" (in the foreword of Where I'm Calling From)Carver's career emphasized short stories and poetry.","ed on the idea of the short story as a way to explore the human condition."" He also described himself as ""inclined toward brevity and intensity""",0.0,0.0,0.0,0.0,0.0,0.0
5,3,Who started out his career on adult contemporary radio along with the performer of All That Echoes?,Michael Bublé,219,4,4,4,The singer who started out his career on adult contemporary radio along with the performer of All That Echoes is not specified in the question.,The singer who started out his career on adult contemporary radio along with the performer of All That Echoes is not specified in the question.,Joni Mitchell.,0.0,0.0,0.0,0.0,0.0,0.0
5,4,Who started out his career on adult contemporary radio along with the performer of All That Echoes?,Michael Bublé,219,5,5,5,The performer of All That Echoes was a member of the band The Doobie Brothers.,The performer of All That Echoes was a member of the band The Moody Blues.,The singer who started out his career on adult contemporary radio along with the performer of All That Echoes is Joni Mitchell.,0.0,0.0,0.0,0.0,0.0,0.0
5,5,Who started out his career on adult contemporary radio along with the performer of All That Echoes?,Michael Bublé,219,6,6,6,The Eagles.,The Carpenters,Barbra Streisand,0.0,0.0,0.0,0.0,0.0,0.0
5,6,Who started out his career on adult contemporary radio along with the performer of All That Echoes?,Michael Bublé,219,7,7,7,Barry Mayo,Diana Ross,The Carpenters.,0.0,0.0,0.0,0.0,0.0,0.0
5,8,Who started out his career on adult contemporary radio along with the performer of All That Echoes?,Michael Bublé,219,9,9,9,Barry Mayo,The performer of All That Echoes was Barry Manilow.,The Carpenters.,0.0,0.0,0.0,0.0,0.0,0.0
5,10,Who started out his career on adult contemporary radio along with the performer of All That Echoes?,Michael Bublé,219,11,11,11,Barry Mayo,The Carpenters.,The Carpenters.,0.0,0.0,0.0,0.0,0.0,0.0
5,12,Who started out his career on adult contemporary radio along with the performer of All That Echoes?,Michael Bublé,219,13,13,13,Barry Mayo,"als & Crofts, and America. The 1980s saw the rise of the soft rock format, with artists such as Michael Jackson, Bonnie Tyler,",": What happened to the adult contemporary format in the 1980s?

Answer: The format evolved into a more rock-oriented sound, with artists like Chicago and",0.0,0.0,0.0,0.0,0.0952,0.0
5,14,Who started out his career on adult contemporary radio along with the performer of All That Echoes?,Michael Bublé,219,15,15,15,Barry Mayo.,"als & Crofts, and America. The 1980s saw the rise of the soft rock format, with artists such as Michael Jackson, Bonnie Tyler,","the late 1970s, the soft rock format had begun to decline in popularity, and the AC format was becoming more popular. The 1980s",0.0,0.0,0.0,0.0,0.0952,0.0
5,16,Who started out his career on adult contemporary radio along with the performer of All That Echoes?,Michael Bublé,219,17,17,17,es?,"als & Crofts, and America. The 1980s saw the rise of the soft rock format, with artists such as Michael Jackson, Bonnie Tyler,","the late 1970s, the soft rock format had begun to decline in popularity, and the AC format was becoming more popular. The 1980s",0.0,0.0,0.0,0.0,0.0952,0.0
6,3,How many times did the plague occur in the city where Flora's painter died?,22,230,4,4,4,5 times.,3 times.,3 times.,0.0,0.0,0.0,0.0,0.0,0.0
6,4,How many times did the plague occur in the city where Flora's painter died?,22,230,5,5,5,3 times.,3 times.,3 times.,0.0,0.0,0.0,0.0,0.0,0.0
6,5,How many times did the plague occur in the city where Flora's painter died?,22,230,6,6,6,5 times.,3 times.,3 times.,0.0,0.0,0.0,0.0,0.0,0.0
6,6,How many times did the plague occur in the city where Flora's painter died?,22,230,7,7,7,3 times.,3 times.,3 times.,0.0,0.0,0.0,0.0,0.0,0.0
6,8,How many times did the plague occur in the city where Flora's painter died?,22,230,9,9,9,: 3 times.,3 times.,3 times.,0.0,0.0,0.0,0.0,0.0,0.0
6,10,How many times did the plague occur in the city where Flora's painter died?,22,230,11,11,11,"50% of its population in 1348, while Tunis lost 40% in 1360. The plague also affected the cities of the Middle East,","in some areas. The plague had a profound impact on the social, economic, and cultural development of Europe. It led to significant changes in the feudal system,",3 times.,0.0,0.0,0.0,0.0,0.0,0.0
6,12,How many times did the plague occur in the city where Flora's painter died?,22,230,13,13,13,"50% of its population in 1348, while Tunis lost 40% in 1360. The plague also affected the cities of the Middle East,","in some areas. The plague had a profound impact on the social, economic, and cultural development of Europe. It led to significant changes in the feudal system,","plague outbreak occurred in 1900, in the city of New York. The plague was present in the United States in 1901, 1902,",0.0,0.0,0.0,0.0,0.0,0.0
6,14,How many times did the plague occur in the city where Flora's painter died?,22,230,15,15,15,"50% of its population in 1348, while Tunis lost 40% in 1360. The plague also affected the cities of the Middle East,","in some areas. The plague had a profound impact on the social, economic, and cultural development of Europe. It led to significant changes in the feudal system,","plague outbreak occurred in 1900, in the city of New York. The plague was present in the United States in 1901, 1902,",0.0,0.0,0.0,0.0,0.0,0.0
6,16,How many times did the plague occur in the city where Flora's painter died?,22,230,17,17,17,"50% of its population in 1348, while Tunis lost 40% in 1360. The plague also affected the cities of the Middle East,","in some areas. The plague had a profound impact on the social, economic, and cultural development of Europe. It led to significant changes in the feudal system,","plague outbreak occurred in 1900, in the city of New York. The plague was present in the United States in 1901, 1902,",0.0,0.0,0.0,0.0,0.0,0.0
7,3,What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland | FIN | fi | Finland,215,4,4,4,Hubbert was in the process of developing a new geophysics model.,Hubbert was in the process of retiring from Shell Oil Company.,Hubbert was in the process of retiring from Shell Oil Company.,0.0,0.0,0.0,0.1905,0.1818,0.1818
7,4,What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland | FIN | fi | Finland,215,5,5,5,Hubbert's employer announced that it was in the process of doing a major project in April 2010.,Hubbert's employer announced that it was in the process of developing a new method for estimating oil reserves.,Hubbert was in the process of retiring from Shell Oil Company.,0.0,0.0,0.0,0.1481,0.2143,0.1818
7,5,What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland | FIN | fi | Finland,215,6,6,6,Hubbert's employer announced it was in the process of doing a major oil discovery in April 2010.,"The announcement was that it was in the process of developing a new, more efficient method of extracting oil.",Hubbert was in the process of developing a new geophysics model.,0.0,0.0,0.0,0.1481,0.1429,0.1905
7,6,What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland | FIN | fi | Finland,215,7,7,7,"Hubbert's employer, Royal Dutch Shell, announced it was in the process of developing a new method for extracting oil from shale rock.",Hubbert's employer announced it was in the process of developing a new method for estimating the size of oil fields.,Malcolm Turnbull announced his intention to replace the 457 visas with 2 new categories of visas.,0.0,0.0,0.0,0.1875,0.2069,0.1481
7,8,What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland | FIN | fi | Finland,215,9,9,9,Hubbert was in the process of retiring from Shell Oil Company.,Hubbert was in the process of retiring from Shell Oil Company.,Replace the 457 visas with 2 new categories of visas.,0.0,0.0,0.0,0.1818,0.1818,0.0952
7,10,What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland | FIN | fi | Finland,215,11,11,11,"a lecture on the future of energy at the University of California, Berkeley.",", but none have been as accurate as Hubbert's.  In 1976, Hubbert retired from Shell Oil Company and began to work on his book",Replace the 457 visas with 2 new categories of visas.,0.0,0.0,0.0,0.0909,0.1143,0.0952
7,12,What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland | FIN | fi | Finland,215,13,13,13,"a lecture on the future of energy at the University of California, Berkeley.",", but none have been as accurate as Hubbert's.  In 1976, Hubbert retired from Shell Oil Company and began to work on his book","the American Society of Petroleum Engineers in 1956, which was titled ""The Size of Oil Reserves and the Rate of Oil Production"". He also presented a",0.0,0.0,0.0,0.0909,0.1143,0.1176
7,14,What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland | FIN | fi | Finland,215,15,15,15,"a lecture on the future of energy at the University of California, Berkeley.",", but none have been as accurate as Hubbert's.  In 1976, Hubbert retired from Shell Oil Company and began to work on his book","the American Society of Petroleum Engineers in 1956, which was titled ""The Size of Oil Reserves and the Rate of Oil Production"". He also presented a",0.0,0.0,0.0,0.0909,0.1143,0.1176
7,16,What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland | FIN | fi | Finland,215,17,17,17,"a lecture on the future of energy at the University of California, Berkeley.",", but none have been as accurate as Hubbert's.  In 1976, Hubbert retired from Shell Oil Company and began to work on his book","the American Society of Petroleum Engineers in 1956, which was titled ""The Size of Oil Reserves and the Rate of Oil Production"". He also presented a",0.0,0.0,0.0,0.0909,0.1143,0.1176
8,3,Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,197,4,4,4,Lorraine Baines-McFly (played by Lea Thompson) and Marty McFly's (played by Michael J. Fox) girlfriend is Linda McFly,Lorraine Baines-McFly (played by Lea Thompson) and Marty's daughter (played by Aimee Miles) in Back to the Future:,Lorraine Baines McFly (played by Crispin Glover) and Marty McFly's daughter (played by Claudia Wells) was not in Back to the,0.0,0.0,0.0,0.0,0.0,0.1818
8,4,Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,197,5,5,5,"Jennifer Parker, Marty's girlfriend, was played by Elisabeth Shue, Marty's mother.","Lorraine Baines-McFly (played by Lea Thompson) and Marty's daughter, Linda McFly (played by Mary Elizabeth Winstead).",Lorraine Baines McFly (played by Crispin Glover) and Marty McFly's daughter is Linda McFly (played by Claudia Wells).,0.0,0.0,0.0,0.0,0.0,0.2
8,5,Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,197,6,6,6,"Jennifer Parker played Marty's daughter, Linda McFly, and Lorraine Baines-McFly played Marty's mother.","Lorraine Baines-McFly (played by Lea Thompson) is Marty's mother, and Linda McFly (played by Mary Steenburgen)","Lorraine Baines-McFly was played by Lea Thompson, and Marty's daughter was played by Linda McFly.",0.0,0.0,0.0,0.0,0.0,0.0
8,6,Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,197,7,7,7,"Jennifer Parker played Marty's daughter, Jennifer Jane Parker.",Lorraine Baines-McFly (played by Lea Thompson) is Marty's daughter in Back to the Future Part II.,Lorraine Baines-McFly (played by Lea Thompson) and Marty's daughter is Linda McFly (played by Mary Elizabeth Mastrantonio).,0.0,0.0,0.0,0.0,0.0,0.0
8,8,Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,197,9,9,9,"Jennifer Parker played Marty's daughter, Jennifer Jane Parker, in Back to the Future Part II.",Lorraine Baines-McFly (played by Lea Thompson) is Marty's daughter in Back to the Future Part II.,Lorraine Baines-McFly (played by Lea Thompson) and Marty's daughter is Linda McFly (played by Mary Elizabeth Mastrantonio).,0.0,0.0,0.0,0.0,0.0,0.0
8,10,Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,197,11,11,11,What is the name of the McFly family patriarch?,", Lorraine is still happily married to George in 2015 but they are constantly disappointed in Marty for giving in to peer pressures that make his life difficult.",", and Joey.

Biff Tannen
Biff Tannen (portrayed by Thomas F. Wilson in the films and voiced by him in",0.0,0.0,0.0,0.0,0.0,0.0
8,12,Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,197,13,13,13,"Fly
William ""Willie"" McFly (voiced by Michael J. Fox in Back to the Future: The Game) is the son of Seamus",", Lorraine is still happily married to George in 2015 but they are constantly disappointed in Marty for giving in to peer pressures that make his life difficult.",", and Joey.

Biff Tannen
Biff Tannen (portrayed by Thomas F. Wilson in the films and voiced by him in",0.0,0.0,0.0,0.0,0.0,0.0
8,14,Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,197,15,15,15,"Fly
William ""Willie"" McFly (voiced by Michael J. Fox in Back to the Future: The Game) is the son of Seamus",", Lorraine is still happily married to George in 2015 but they are constantly disappointed in Marty for giving in to peer pressures that make his life difficult.",", and Joey.

Biff Tannen
Biff Tannen (portrayed by Thomas F. Wilson in the films and voiced by him in",0.0,0.0,0.0,0.0,0.0,0.0
8,16,Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,197,17,17,17,"Fly
William ""Willie"" McFly (voiced by Michael J. Fox in Back to the Future: The Game) is the son of Seamus",", Lorraine is still happily married to George in 2015 but they are constantly disappointed in Marty for giving in to peer pressures that make his life difficult.",", and Joey.

Biff Tannen
Biff Tannen (portrayed by Thomas F. Wilson in the films and voiced by him in",0.0,0.0,0.0,0.0,0.0,0.0
9,3,Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh | Ko Phi Phi Le,215,4,4,4,"Pembrokeshire, Wales.",Wales.,"Stinson Beach, California.",0.0,0.0,0.0,0.0,0.0,0.0
9,4,Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh | Ko Phi Phi Le,215,5,5,5,Wales.,Wales.,"Stinson Beach, California.",0.0,0.0,0.0,0.0,0.0,0.0
9,5,Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh | Ko Phi Phi Le,215,6,6,6,Thailand.,Wales.,"Stinson Beach, California.",0.0,0.0,0.0,0.0,0.0,0.0
9,6,Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh | Ko Phi Phi Le,215,7,7,7,Thailand.,"Pembrokeshire, Wales.","Stinson Beach, California.",0.0,0.0,0.0,0.0,0.0,0.0
9,8,Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh | Ko Phi Phi Le,215,9,9,9,Thailand.,"Pembrokeshire, Wales.","Stinson Beach, California.",0.0,0.0,0.0,0.0,0.0,0.0
9,10,Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh | Ko Phi Phi Le,215,11,11,11,Thailand.,"Pembrokeshire, Wales.","ulp Fiction was filmed?

Answer: Stinson Beach, California.",0.0,0.0,0.0,0.0,0.0,0.0
9,12,Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh | Ko Phi Phi Le,215,13,13,13,Thailand.,"the Marin Transit bus system.  The bus route runs from Marin City to Stinson Beach, and the route is operated by the Marin Transit bus system.","-war"" competition is held at the beach. The event is organized by the Stinson Beach Historical Society. The competition is a long-standing tradition that has been held",0.0,0.0,0.0,0.0,0.0,0.0
9,14,Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh | Ko Phi Phi Le,215,15,15,15,"film is set in Thailand, where the protagonist, Richard, is a young American who has been stranded on a deserted island for five years. He is rescued by","the Marin Transit bus system.  The bus route runs from Marin City to Stinson Beach, and the route is operated by the Marin Transit bus system.","-war"" competition is held at the beach. The event is organized by the Stinson Beach Historical Society. The competition is a long-standing tradition that has been held",0.0,0.0,0.0,0.0,0.0,0.0
9,16,Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh | Ko Phi Phi Le,215,17,17,17,"film is set in Thailand, where the protagonist, Richard, is a young American who has been stranded on a deserted island for five years. He is rescued by","the Marin Transit bus system.  The bus route runs from Marin City to Stinson Beach, and the route is operated by the Marin Transit bus system.","-war"" competition is held at the beach. The event is organized by the Stinson Beach Historical Society. The competition is a long-standing tradition that has been held",0.0,0.0,0.0,0.0,0.0,0.0
