event_id,session_id,step_id,document_id,current_chunk_id,target_chunk_id,query_type
92,train:hotpot:8,0,hotpot:8,65,67,multi-hop
93,train:hotpot:102,1,hotpot:102,602,599,semantic
94,train:hotpot:98,1,hotpot:98,568,569,structural
95,train:hotpot:199,0,hotpot:199,1162,1165,structural
96,train:hotpot:173,0,hotpot:173,1001,997,semantic
97,train:hotpot:25,4,hotpot:25,176,178,multi-hop
98,train:hotpot:176,4,hotpot:176,1023,1017,multi-hop
99,train:hotpot:173,1,hotpot:173,996,998,multi-hop
100,train:hotpot:175,0,hotpot:175,1007,1010,structural
101,train:hotpot:8,1,hotpot:8,70,72,structural
102,train:hotpot:94,3,hotpot:94,539,544,multi-hop
103,train:hotpot:7,1,hotpot:7,60,62,multi-hop
104,train:hotpot:8,2,hotpot:8,66,69,semantic
105,train:hotpot:112,0,hotpot:112,654,656,multi-hop
106,train:hotpot:19,1,hotpot:19,137,140,multi-hop
107,train:hotpot:90,2,hotpot:90,529,534,semantic
108,train:hotpot:17,0,hotpot:17,117,122,semantic
109,train:hotpot:168,2,hotpot:168,974,968,multi-hop
110,train:hotpot:48,2,hotpot:48,267,268,structural
111,train:hotpot:166,1,hotpot:166,956,959,structural
112,train:hotpot:55,2,hotpot:55,325,328,semantic
113,train:hotpot:118,0,hotpot:118,713,715,multi-hop
114,train:hotpot:56,3,hotpot:56,340,342,structural
115,train:hotpot:135,0,hotpot:135,789,791,structural
116,train:hotpot:183,2,hotpot:183,1088,1093,multi-hop
117,train:hotpot:179,3,hotpot:179,1039,1042,multi-hop
118,train:hotpot:136,1,hotpot:136,808,811,semantic
119,train:hotpot:29,3,hotpot:29,185,191,multi-hop
120,train:hotpot:32,1,hotpot:32,206,209,semantic
121,train:hotpot:17,1,hotpot:17,119,122,multi-hop
122,train:hotpot:19,2,hotpot:19,140,141,structural
123,train:hotpot:109,0,hotpot:109,635,637,multi-hop
124,train:hotpot:7,2,hotpot:7,61,63,multi-hop
125,train:hotpot:54,3,hotpot:54,321,324,semantic
126,train:hotpot:109,1,hotpot:109,630,632,multi-hop
127,train:hotpot:102,2,hotpot:102,598,604,multi-hop
128,train:hotpot:199,1,hotpot:199,1164,1166,multi-hop
129,train:hotpot:23,0,hotpot:23,167,164,semantic
130,train:hotpot:85,3,hotpot:85,497,494,semantic
131,train:hotpot:64,0,hotpot:64,402,406,multi-hop
132,train:hotpot:4,2,hotpot:4,40,43,semantic
133,train:hotpot:85,4,hotpot:85,490,492,structural
134,train:hotpot:102,3,hotpot:102,595,597,multi-hop
135,train:hotpot:7,3,hotpot:7,61,62,structural
136,train:hotpot:139,3,hotpot:139,839,841,structural
137,train:hotpot:94,4,hotpot:94,538,540,multi-hop
138,train:hotpot:4,3,hotpot:4,37,38,structural
139,train:hotpot:183,3,hotpot:183,1090,1093,structural
140,train:hotpot:177,0,hotpot:177,1029,1032,structural
141,train:hotpot:166,2,hotpot:166,963,965,structural
142,train:hotpot:110,1,hotpot:110,645,650,multi-hop
143,train:hotpot:175,1,hotpot:175,1009,1011,multi-hop
144,train:hotpot:64,1,hotpot:64,399,401,structural
145,train:hotpot:7,4,hotpot:7,58,63,multi-hop
146,train:hotpot:64,2,hotpot:64,403,406,semantic
147,train:hotpot:199,2,hotpot:199,1165,1156,multi-hop
148,train:hotpot:98,2,hotpot:98,562,564,structural
149,train:hotpot:110,2,hotpot:110,646,649,multi-hop
150,train:hotpot:140,2,hotpot:140,854,856,multi-hop
151,train:hotpot:107,2,hotpot:107,621,618,multi-hop
152,train:hotpot:86,3,hotpot:86,510,512,structural
153,train:hotpot:74,3,hotpot:74,447,448,structural
154,train:hotpot:55,3,hotpot:55,331,333,multi-hop
155,train:hotpot:183,4,hotpot:183,1092,1089,semantic
156,train:hotpot:109,2,hotpot:109,636,638,multi-hop
157,train:hotpot:112,1,hotpot:112,655,659,multi-hop
158,train:hotpot:135,1,hotpot:135,788,789,structural
159,train:hotpot:139,4,hotpot:139,842,843,structural
160,train:hotpot:56,4,hotpot:56,338,340,multi-hop
161,train:hotpot:57,2,hotpot:57,350,359,semantic
162,train:hotpot:181,0,hotpot:181,1068,1073,multi-hop
163,train:hotpot:99,1,hotpot:99,573,576,structural
164,train:hotpot:168,3,hotpot:168,972,979,multi-hop
165,train:hotpot:163,0,hotpot:163,943,949,multi-hop
166,train:hotpot:160,4,hotpot:160,939,942,multi-hop
167,train:hotpot:64,3,hotpot:64,397,399,multi-hop
168,train:hotpot:177,1,hotpot:177,1034,1036,multi-hop
169,train:hotpot:100,1,hotpot:100,587,590,structural
170,train:hotpot:98,3,hotpot:98,564,560,semantic
171,train:hotpot:126,3,hotpot:126,725,727,multi-hop
172,train:hotpot:55,4,hotpot:55,330,326,semantic
173,train:hotpot:17,2,hotpot:17,114,117,semantic
174,train:hotpot:168,4,hotpot:168,970,977,semantic
175,train:hotpot:166,3,hotpot:166,956,958,multi-hop
176,train:hotpot:47,3,hotpot:47,260,263,semantic
177,train:hotpot:23,1,hotpot:23,166,163,semantic
178,train:hotpot:138,2,hotpot:138,825,831,multi-hop
179,train:hotpot:183,5,hotpot:183,1091,1092,structural
180,train:hotpot:181,1,hotpot:181,1066,1069,multi-hop
181,train:hotpot:160,5,hotpot:160,935,937,multi-hop
182,train:hotpot:107,3,hotpot:107,621,618,multi-hop
183,train:hotpot:112,2,hotpot:112,652,654,structural
184,train:hotpot:1,3,hotpot:1,13,16,structural
185,train:hotpot:194,0,hotpot:194,1141,1144,semantic
186,train:hotpot:109,3,hotpot:109,633,635,multi-hop
187,train:hotpot:66,0,hotpot:66,413,414,structural
188,train:hotpot:135,2,hotpot:135,792,789,semantic
189,train:hotpot:57,3,hotpot:57,350,359,semantic
190,train:hotpot:32,2,hotpot:32,208,214,multi-hop
191,train:hotpot:85,5,hotpot:85,494,498,multi-hop
192,train:hotpot:74,4,hotpot:74,444,447,semantic
193,train:hotpot:166,4,hotpot:166,961,966,multi-hop
194,train:hotpot:199,3,hotpot:199,1165,1156,semantic
195,train:hotpot:57,4,hotpot:57,356,358,multi-hop
196,train:hotpot:75,1,hotpot:75,457,459,multi-hop
197,train:hotpot:176,5,hotpot:176,1022,1024,structural
198,train:hotpot:90,3,hotpot:90,529,534,semantic
199,train:hotpot:179,4,hotpot:179,1039,1041,multi-hop
200,train:hotpot:55,5,hotpot:55,332,325,semantic
201,train:hotpot:1,4,hotpot:1,18,22,multi-hop
202,train:hotpot:66,1,hotpot:66,414,408,semantic
203,train:hotpot:57,5,hotpot:57,351,355,multi-hop
204,train:hotpot:102,4,hotpot:102,603,599,semantic
205,train:hotpot:75,2,hotpot:75,461,464,semantic
206,train:hotpot:117,1,hotpot:117,700,707,semantic
207,train:hotpot:173,2,hotpot:173,993,995,structural
208,train:hotpot:129,2,hotpot:129,758,761,multi-hop
209,train:hotpot:138,3,hotpot:138,824,828,multi-hop
210,train:hotpot:100,2,hotpot:100,584,585,structural
211,train:hotpot:57,6,hotpot:57,351,355,multi-hop
212,train:hotpot:163,1,hotpot:163,946,948,multi-hop
213,train:hotpot:17,3,hotpot:17,113,115,multi-hop
214,train:hotpot:159,2,hotpot:159,919,922,structural
215,train:hotpot:102,5,hotpot:102,599,601,multi-hop
216,train:hotpot:64,4,hotpot:64,402,404,structural
217,train:hotpot:107,4,hotpot:107,623,625,multi-hop
218,train:hotpot:175,2,hotpot:175,1012,1014,multi-hop
219,train:hotpot:160,6,hotpot:160,936,942,multi-hop
220,train:hotpot:29,4,hotpot:29,188,192,multi-hop
221,train:hotpot:5,2,hotpot:5,54,57,structural
222,train:hotpot:117,2,hotpot:117,705,706,structural
223,train:hotpot:137,1,hotpot:137,812,821,semantic
224,train:hotpot:118,1,hotpot:118,719,722,multi-hop
225,train:hotpot:112,3,hotpot:112,656,659,semantic
226,train:hotpot:17,4,hotpot:17,113,116,structural
227,train:hotpot:75,3,hotpot:75,461,464,semantic
228,train:hotpot:194,1,hotpot:194,1134,1136,structural
229,train:hotpot:8,3,hotpot:8,70,72,structural
230,train:hotpot:35,2,hotpot:35,223,225,multi-hop
231,train:hotpot:25,5,hotpot:25,173,175,multi-hop
232,train:hotpot:176,6,hotpot:176,1018,1026,multi-hop
233,train:hotpot:47,4,hotpot:47,258,261,semantic
234,train:hotpot:66,2,hotpot:66,408,411,structural
235,train:hotpot:136,2,hotpot:136,801,805,multi-hop
236,train:hotpot:183,6,hotpot:183,1090,1093,structural
237,train:hotpot:99,2,hotpot:99,575,572,semantic
238,train:hotpot:66,3,hotpot:66,415,417,multi-hop
239,train:hotpot:115,1,hotpot:115,676,677,structural
240,train:hotpot:194,2,hotpot:194,1140,1142,multi-hop
241,train:hotpot:173,3,hotpot:173,992,1003,semantic
242,train:hotpot:75,4,hotpot:75,453,456,semantic
243,train:hotpot:194,3,hotpot:194,1132,1135,structural
244,train:hotpot:135,3,hotpot:135,793,789,semantic
245,train:hotpot:94,5,hotpot:94,545,540,multi-hop
246,train:hotpot:56,5,hotpot:56,341,343,multi-hop
247,train:hotpot:47,5,hotpot:47,261,263,multi-hop
248,train:hotpot:199,4,hotpot:199,1164,1167,multi-hop
249,train:hotpot:35,3,hotpot:35,224,226,multi-hop
250,train:hotpot:159,3,hotpot:159,919,920,structural
251,train:hotpot:181,2,hotpot:181,1068,1070,structural
252,train:hotpot:85,6,hotpot:85,489,492,semantic
253,train:hotpot:4,4,hotpot:4,43,45,structural
254,train:hotpot:181,3,hotpot:181,1070,1072,multi-hop
255,train:hotpot:117,3,hotpot:117,708,709,structural
256,train:hotpot:126,4,hotpot:126,729,731,structural
257,train:hotpot:115,2,hotpot:115,676,679,semantic
258,train:hotpot:115,3,hotpot:115,679,675,semantic
259,train:hotpot:137,2,hotpot:137,813,821,semantic
260,train:hotpot:29,5,hotpot:29,188,190,multi-hop
261,train:hotpot:100,3,hotpot:100,590,584,semantic
262,train:hotpot:64,5,hotpot:64,401,404,structural
263,train:hotpot:29,6,hotpot:29,183,186,structural
264,train:hotpot:86,4,hotpot:86,502,508,multi-hop
265,train:hotpot:85,7,hotpot:85,490,499,semantic
266,train:hotpot:183,7,hotpot:183,1087,1090,structural
267,train:hotpot:66,4,hotpot:66,409,413,multi-hop
268,train:hotpot:48,3,hotpot:48,271,274,structural
269,train:hotpot:137,3,hotpot:137,817,820,structural
270,train:hotpot:177,2,hotpot:177,1035,1038,semantic
271,train:hotpot:7,5,hotpot:7,58,59,structural
272,train:hotpot:8,4,hotpot:8,69,66,multi-hop
273,train:hotpot:115,4,hotpot:115,675,676,structural
274,train:hotpot:35,4,hotpot:35,224,227,multi-hop
275,train:hotpot:183,8,hotpot:183,1092,1094,multi-hop
276,train:hotpot:140,3,hotpot:140,855,851,multi-hop
277,train:hotpot:16,2,hotpot:16,105,107,multi-hop
278,train:hotpot:25,6,hotpot:25,176,172,semantic
279,train:hotpot:163,2,hotpot:163,948,944,multi-hop
280,train:hotpot:163,3,hotpot:163,950,944,multi-hop
281,train:hotpot:48,4,hotpot:48,269,266,multi-hop
282,train:hotpot:64,6,hotpot:64,398,400,multi-hop
283,train:hotpot:74,5,hotpot:74,446,442,semantic
284,train:hotpot:35,5,hotpot:35,219,226,multi-hop
285,train:hotpot:23,2,hotpot:23,161,163,multi-hop
286,train:hotpot:56,6,hotpot:56,337,338,structural
287,train:hotpot:19,3,hotpot:19,136,138,multi-hop
288,train:hotpot:107,5,hotpot:107,624,628,semantic
289,train:hotpot:135,4,hotpot:135,794,795,structural
290,train:hotpot:110,3,hotpot:110,642,649,multi-hop
291,train:hotpot:56,7,hotpot:56,342,343,structural
292,train:hotpot:173,4,hotpot:173,999,995,multi-hop
293,train:hotpot:32,3,hotpot:32,212,215,semantic
294,train:hotpot:54,4,hotpot:54,316,318,structural
295,train:hotpot:86,5,hotpot:86,503,508,multi-hop
296,train:hotpot:74,6,hotpot:74,444,447,structural
297,train:hotpot:7,6,hotpot:7,58,60,multi-hop
298,train:hotpot:1,5,hotpot:1,19,22,multi-hop
299,train:hotpot:99,3,hotpot:99,576,578,structural
300,train:hotpot:8,5,hotpot:8,69,71,structural
301,train:hotpot:139,5,hotpot:139,837,845,multi-hop
302,train:hotpot:32,4,hotpot:32,215,212,multi-hop
303,train:hotpot:177,3,hotpot:177,1034,1037,multi-hop
304,train:hotpot:75,5,hotpot:75,459,456,semantic
305,train:hotpot:8,6,hotpot:8,67,71,semantic
306,train:hotpot:35,6,hotpot:35,224,227,structural
307,train:hotpot:64,7,hotpot:64,403,406,semantic
308,train:hotpot:136,3,hotpot:136,804,805,structural
309,train:hotpot:75,6,hotpot:75,461,464,semantic
310,train:hotpot:176,7,hotpot:176,1020,1017,multi-hop
311,train:hotpot:199,5,hotpot:199,1158,1160,multi-hop
312,train:hotpot:99,4,hotpot:99,573,582,semantic
313,train:hotpot:173,5,hotpot:173,995,999,multi-hop
314,train:hotpot:16,3,hotpot:16,108,110,multi-hop
315,train:hotpot:199,6,hotpot:199,1161,1157,multi-hop
316,train:hotpot:99,5,hotpot:99,578,580,multi-hop
317,train:hotpot:126,5,hotpot:126,724,726,multi-hop
318,train:hotpot:115,5,hotpot:115,680,675,semantic
319,train:hotpot:23,3,hotpot:23,164,167,semantic
320,train:hotpot:48,5,hotpot:48,267,272,semantic
321,train:hotpot:85,8,hotpot:85,496,499,semantic
322,train:hotpot:110,4,hotpot:110,648,651,structural
323,train:hotpot:118,2,hotpot:118,714,716,multi-hop
324,train:hotpot:137,4,hotpot:137,816,819,semantic
325,train:hotpot:19,4,hotpot:19,137,139,multi-hop
326,train:hotpot:25,7,hotpot:25,171,173,multi-hop
327,train:hotpot:179,5,hotpot:179,1045,1042,semantic
328,train:hotpot:4,5,hotpot:4,41,44,multi-hop
329,train:hotpot:7,7,hotpot:7,60,61,structural
330,train:hotpot:23,4,hotpot:23,165,160,multi-hop
331,train:hotpot:159,4,hotpot:159,919,920,structural
332,train:hotpot:25,8,hotpot:25,174,181,multi-hop
333,train:hotpot:35,7,hotpot:35,221,227,multi-hop
334,train:hotpot:5,3,hotpot:5,49,50,structural
335,train:hotpot:75,7,hotpot:75,453,454,structural
336,train:hotpot:16,4,hotpot:16,100,102,multi-hop
337,train:hotpot:109,4,hotpot:109,637,639,multi-hop
338,train:hotpot:112,4,hotpot:112,659,661,multi-hop
339,train:hotpot:138,4,hotpot:138,827,831,multi-hop
340,train:hotpot:57,7,hotpot:57,356,360,semantic
341,train:hotpot:194,4,hotpot:194,1141,1143,multi-hop
342,train:hotpot:35,8,hotpot:35,224,226,structural
343,train:hotpot:159,5,hotpot:159,923,926,multi-hop
344,train:hotpot:7,8,hotpot:7,60,61,structural
345,train:hotpot:110,5,hotpot:110,643,649,semantic
346,train:hotpot:54,5,hotpot:54,315,324,semantic
347,train:hotpot:17,5,hotpot:17,113,115,multi-hop
348,train:hotpot:138,5,hotpot:138,827,831,semantic
349,train:hotpot:17,6,hotpot:17,118,119,structural
350,train:hotpot:183,9,hotpot:183,1092,1095,structural
351,train:hotpot:19,5,hotpot:19,143,146,semantic
352,train:hotpot:90,4,hotpot:90,528,533,semantic
353,train:hotpot:4,6,hotpot:4,35,43,multi-hop
354,train:hotpot:175,3,hotpot:175,1010,1013,structural
355,train:hotpot:129,3,hotpot:129,760,762,structural
356,train:hotpot:179,6,hotpot:179,1042,1045,structural
357,train:hotpot:107,6,hotpot:107,624,625,structural
358,train:hotpot:118,3,hotpot:118,719,722,multi-hop
359,train:hotpot:177,4,hotpot:177,1029,1032,multi-hop
360,train:hotpot:55,6,hotpot:55,325,328,semantic
361,train:hotpot:29,7,hotpot:29,187,189,multi-hop
362,train:hotpot:168,5,hotpot:168,973,976,structural
363,train:hotpot:54,6,hotpot:54,319,321,structural
364,train:hotpot:99,6,hotpot:99,578,573,multi-hop
365,train:hotpot:19,6,hotpot:19,138,140,multi-hop
366,train:hotpot:16,5,hotpot:16,106,100,multi-hop
367,train:hotpot:55,7,hotpot:55,326,329,semantic
368,train:hotpot:117,4,hotpot:117,703,710,multi-hop
369,train:hotpot:66,5,hotpot:66,412,407,multi-hop
370,train:hotpot:112,5,hotpot:112,658,655,semantic
371,train:hotpot:179,7,hotpot:179,1044,1046,structural
372,train:hotpot:8,7,hotpot:8,65,69,semantic
373,train:hotpot:85,9,hotpot:85,488,490,multi-hop
374,train:hotpot:56,8,hotpot:56,345,341,semantic
375,train:hotpot:138,6,hotpot:138,824,826,multi-hop
376,train:hotpot:112,6,hotpot:112,660,655,semantic
377,train:hotpot:98,4,hotpot:98,566,571,semantic
378,train:hotpot:74,7,hotpot:74,443,444,structural
379,train:hotpot:99,7,hotpot:99,572,575,semantic
380,train:hotpot:47,6,hotpot:47,259,261,multi-hop
381,train:hotpot:66,6,hotpot:66,415,418,multi-hop
382,train:hotpot:32,5,hotpot:32,207,210,semantic
383,train:hotpot:107,7,hotpot:107,618,620,multi-hop
384,train:hotpot:173,6,hotpot:173,992,1003,multi-hop
385,train:hotpot:66,7,hotpot:66,413,415,structural
386,train:hotpot:176,8,hotpot:176,1018,1020,multi-hop
387,train:hotpot:98,5,hotpot:98,561,563,multi-hop
388,train:hotpot:110,6,hotpot:110,644,649,semantic
389,train:hotpot:199,7,hotpot:199,1163,1165,multi-hop
390,train:hotpot:163,4,hotpot:163,947,950,structural
391,train:hotpot:90,5,hotpot:90,526,528,multi-hop
392,train:hotpot:47,7,hotpot:47,257,258,structural
393,train:hotpot:23,5,hotpot:23,165,167,multi-hop
394,train:hotpot:138,7,hotpot:138,829,830,structural
395,train:hotpot:117,5,hotpot:117,708,711,multi-hop
396,train:hotpot:118,4,hotpot:118,718,721,multi-hop
397,train:hotpot:135,5,hotpot:135,791,788,semantic
398,train:hotpot:109,5,hotpot:109,634,636,multi-hop
399,train:hotpot:109,6,hotpot:109,635,636,structural
400,train:hotpot:126,6,hotpot:126,730,727,multi-hop
401,train:hotpot:5,4,hotpot:5,49,52,structural
402,train:hotpot:17,7,hotpot:17,115,117,multi-hop
403,train:hotpot:86,6,hotpot:86,510,512,multi-hop
404,train:hotpot:159,6,hotpot:159,926,923,multi-hop
405,train:hotpot:107,8,hotpot:107,620,623,semantic
406,train:hotpot:159,7,hotpot:159,926,923,semantic
407,train:hotpot:177,5,hotpot:177,1034,1036,structural
408,train:hotpot:159,8,hotpot:159,919,927,multi-hop
409,train:hotpot:118,5,hotpot:118,718,719,structural
410,train:hotpot:136,4,hotpot:136,808,811,structural
411,train:hotpot:29,8,hotpot:29,188,192,multi-hop
412,train:hotpot:4,7,hotpot:4,43,45,structural
413,train:hotpot:54,7,hotpot:54,321,324,multi-hop
414,train:hotpot:90,6,hotpot:90,525,534,multi-hop
415,train:hotpot:75,8,hotpot:75,457,454,semantic
416,train:hotpot:181,4,hotpot:181,1066,1069,structural
417,train:hotpot:173,7,hotpot:173,994,996,multi-hop
418,train:hotpot:23,6,hotpot:23,162,165,multi-hop
419,train:hotpot:100,4,hotpot:100,590,592,multi-hop
420,train:hotpot:136,5,hotpot:136,806,808,structural
421,train:hotpot:112,7,hotpot:112,659,655,multi-hop
422,train:hotpot:115,6,hotpot:115,679,681,multi-hop
423,train:hotpot:139,6,hotpot:139,835,837,multi-hop
424,train:hotpot:102,6,hotpot:102,603,599,multi-hop
425,train:hotpot:100,5,hotpot:100,588,590,multi-hop
426,train:hotpot:136,6,hotpot:136,802,805,semantic
427,train:hotpot:126,7,hotpot:126,725,727,multi-hop
428,train:hotpot:110,7,hotpot:110,645,648,structural
429,train:hotpot:100,6,hotpot:100,588,590,multi-hop
430,train:hotpot:138,8,hotpot:138,827,829,multi-hop
431,train:hotpot:118,6,hotpot:118,717,714,multi-hop
432,train:hotpot:139,7,hotpot:139,835,836,structural
433,train:hotpot:5,5,hotpot:5,52,57,semantic
434,train:hotpot:32,6,hotpot:32,211,213,multi-hop
435,train:hotpot:115,7,hotpot:115,680,675,semantic
436,train:hotpot:177,6,hotpot:177,1028,1036,semantic
437,train:hotpot:139,8,hotpot:139,838,842,multi-hop
438,train:hotpot:16,6,hotpot:16,102,104,multi-hop
439,train:hotpot:163,5,hotpot:163,948,950,multi-hop
440,train:hotpot:177,7,hotpot:177,1031,1033,multi-hop
441,train:hotpot:163,6,hotpot:163,947,944,multi-hop
442,train:hotpot:129,4,hotpot:129,760,763,structural
443,train:hotpot:166,5,hotpot:166,961,966,multi-hop
444,train:hotpot:126,8,hotpot:126,724,726,multi-hop
445,train:hotpot:19,7,hotpot:19,143,146,multi-hop
446,train:hotpot:16,7,hotpot:16,106,108,multi-hop
447,train:hotpot:139,9,hotpot:139,834,836,multi-hop
448,train:hotpot:1,6,hotpot:1,11,12,structural
449,train:hotpot:166,6,hotpot:166,956,958,multi-hop
450,train:hotpot:166,7,hotpot:166,957,959,multi-hop
451,train:hotpot:135,6,hotpot:135,789,791,multi-hop
452,train:hotpot:5,6,hotpot:5,51,55,semantic
453,train:hotpot:98,6,hotpot:98,567,569,multi-hop
454,train:hotpot:194,5,hotpot:194,1132,1135,multi-hop
455,train:hotpot:102,7,hotpot:102,597,605,multi-hop
456,train:hotpot:100,7,hotpot:100,590,584,semantic
457,train:hotpot:135,7,hotpot:135,789,791,multi-hop
458,train:hotpot:168,6,hotpot:168,974,968,multi-hop
459,train:hotpot:112,8,hotpot:112,656,659,semantic
460,train:hotpot:175,4,hotpot:175,1006,1008,multi-hop
461,train:hotpot:1,7,hotpot:1,18,21,structural
462,train:hotpot:163,7,hotpot:163,948,944,semantic
463,train:hotpot:23,7,hotpot:23,164,166,multi-hop
464,train:hotpot:94,6,hotpot:94,544,545,structural
465,train:hotpot:129,5,hotpot:129,759,761,multi-hop
466,train:hotpot:100,8,hotpot:100,588,589,structural
467,train:hotpot:102,8,hotpot:102,599,600,structural
468,train:hotpot:94,7,hotpot:94,544,546,multi-hop
469,train:hotpot:110,8,hotpot:110,646,649,semantic
470,train:hotpot:118,7,hotpot:118,714,716,multi-hop
471,train:hotpot:109,7,hotpot:109,635,638,structural
472,train:hotpot:75,9,hotpot:75,460,455,multi-hop
473,train:hotpot:74,8,hotpot:74,445,442,multi-hop
474,train:hotpot:140,4,hotpot:140,855,851,semantic
475,train:hotpot:86,7,hotpot:86,508,511,semantic
476,train:hotpot:102,9,hotpot:102,603,599,multi-hop
477,train:hotpot:32,7,hotpot:32,206,207,structural
478,train:hotpot:98,7,hotpot:98,566,571,semantic
479,train:hotpot:140,5,hotpot:140,850,856,multi-hop
